Place,WeightClassKg,CyrillicName,,,,,,,,,,,,,,,,,,,
17,75,Евгений Ефимов,,1982,Калужская,71.55,252.5,152.5,245,650,,Никифоров Л.К.,,,,,,,,,
18,75,Сергей Филягин,,1978,Татарстан,74.95,220,200,220,640,,Беляков И.Г.,,,,,,,,,
19,75,Дмитрий Шабалин,,1981,Коми,74,222.5,150,240,612.5,,Игнатов В.,,,,,,,,,
DQ,75,Алексей Ганичев,,1980,Вологодская,74.4,0,-,-,0,,Ольнов А.,,,,,,,,,
DQ,75,Антон Попцов,,1982,Марий Эл,74,0,-,-,0,,Кудрявцев Ю.А.,,,,,,,,,
DQ,75,Сергей Паламарчук,,1968,Амурская,74.6,0,-,-,0,,Лось С.,,,,,,,,,
DQ,75,Израил Мусаев,,1981,Чеченская,74.3,0,-,-,0,,Адхалимов Д.,,,,,,,,,
DQ,75,Алекей Бизяев,,1983,Башкортостан,74.4,с   н   я  т        в   р   а   ч   о   м,,,,,Подтынный М.Л.,,,,,,,,,
1,82.5,Виктор Фуражкин,,1969,,Коми,,,76.85,340,,225,320,,885,,,Бедоидзе Н.В.,,,
2,82.5,Руслан Востриков,,1979,,Башкортостан,,,81.6,327.5,,205,325,,857.5,,,Шейко Б.И.,,,
3,82.5,Константин Лебедко,,1981,,Иркутская,,,81.8,340,,212.5,305,,857.5,,,Деханов А.С.,,,
4,82.5,Сергей Ночной,,1967,,Брянская,,,81.55,315,,232.5,300,,847.5,,,Ермаченко А.,,,
5,82.5,Вадим Заморников,,1982,,Калужская,,,82.25,325,,180,330.5,,835,,,Никифоров Л.К.,,,
6,82.5,Сергей Богданов,,1985,,Алтайский,,,81.85,315,,222.5,295,,832.5,,,Смирнов А.И.,,,
7,82.5,Алексей Онофриенко,,1974,,Брянская,,,82.2,320,,182.5,312.5,,815,,,Коротченков А.,,,
8,82.5,Андрей Алцыбеев,,1978,,Кировская,,,82.5,317.5,,180,302.5,,800,,,Лекомцев А.П.,,,
9,82.5,Дмитрий Швецов,,1979,,Ханты-Манс.,,,82.5,315,,190,290,,795,,,Подтынный М.Л.,,,
10,82.5,Михаил Мартынов,,1981,,Кемеровская,,,81.6,270,,207.5,275,,752.5,,,Алсуфьев Ю.В.,,,
11,82.5,Геннадий Ерёмин,,1973,,Брянская,,,82.25,280,,190,265,,735,,,Трусов С.,,,
12,82.5,Андрей Яковлев,,1979,,Калининградская,,,79.65,290,,177.5,280,,747.5,,,Филиппов,,,
13,82.5,Иван Адамовский,,1972,,Иркутская,,,82.2,240,,185,247.5,,672.5,,,Соболев И.В.,,,
DQ,82.5,Юрий Селезнёв,,1979,,Смоленская,,,82.05,290,,182.5,0,,0,,,Апёнкин И.И.,,,
DQ,82.5,Горбачевский Сергей,,1977,,Смоленская,,,81.85,0,,-,-,,0,,,Апёнкин И.И.,,,
DQ,82.5,Пугаев Пугаев,,1975,,Мордовия,,,82,280,,180,снят  врачом,,,,,Бикчурин А.Х.,,,
03.10.2003.,,Весовая категория  90.0 кг,,,,,,,,,,,,,,,,,,,
1,90,Тарасенко,,1975,,Красноярский,,,,89.95,350,,255,,,330,,935,,,Кортунов В.В.
,90,Андрей,Андрей Тарасенко,ЗМС,,Боготол,,,,ЦСКВВС,,,,,,,,мсмк,,,12
2,90,Мор,,1969,,Башкортостан,,,,89.55,350,,240,,,325,,915,,,Шейко Б.И.
,90,Сергей,Сергей Мор,ЗМС,,Уфа,,,,ВС,,,,,,,,мсмк,,,9 Ефимов А.А.
3,90,Малунин,,1978,,Ярославская,,,,89.45,330,,237.5,,,332.5,,900,,,Барков В.А.
,90,Алексей,Алексей Малунин,МСМК,,Ярославль,,,,РОС,,,,,,,,мсмк,,,8
4,90,Хараузов,,1973,,Свердловская,,,,90,340,,250,,,300,,890,,,Козлов А.
,90,Алексей,Алексей Хараузов,МСМК,,Лесной,,,,ВВС,,,,,,,,мсмк,,,7 Пальцева С.
5,90,,,1978,,Владимирская,,,,85.2,330,,215,,,320,,865,,,Иванов С.В.
,90,,Александр Алексеев,МСМК,,Владимир,,,,РВСН,,,,,,,,мсмк,,,6
6,90,Гущин,,1974,,Москва,,,,90,305,,180,,,360,,845,,,Завьялов И.
,90,Сергей,Сергей Гущин,МСМК,,,,,,РОС,,,,,,,,мсмк,,,5
7,90,Поздеев,,1984,,Тульская,,,,88.7,317.5,,185,,,327.5,,830,,,Козырев С.Е.
,90,Константин,Константин Поздеев,МС,,Заокский,,,,РОС,,,,,,,,+мсмк,,,4
8,90,Усанов,,1977,,Кировская,,,,89.45,295,,220,,,310,,825,,,Лекомцев А.П.
,90,Вадим,Вадим Усанов,МСМК,,Киров,,,,ВВС,,,,,,,,мсмк,,,3
9,90,Зварыкин,,1979,,Мордовия,,,,89.4,330,,190,,,300,,820,,,Бикчурин А.Х.
,90,Алексей,Алексей Зварыкин,МСМК,,Рузаевка,,,,-,,,,,,,,мсмк,,,2
10,90,,,1984,,Башкортостан,,,,89.1,315,,185,,,310,,810,,,Алсуфьев Ю.В.
,90,,Дмитрий Салтыков,МС,,Кемеровская,,,,ВС,,,,,,,,+мсмк,,,1 Шейко Б.И.
11,90,Максимов,,1984,,Калужская,,,,89.6,320,,190,,,295,,805,,,Цуканова Г.И.
,90,Александр,Александр Максимов,МС,,Калуга,,,,МВОРВ,,,,,,,,+мсмк,,,1 Цуканов В.А.
12,90,Апасов,,1976,,Тульская,,,,89.8,270,,225,,,295,,790,,,Казанцев Н.А.
,90,Сергей,Сергей Апасов,МСМК,,Киреевск,,,,РОС,,,,,,,,мс,,,1
13,90,Кононов,,1984,,Ямало-Ненец.,,,,89.4,300,,200,,,280,,780,,,Наздрюхин М.Ю.
,90,Александр,Александр Кононов,МС,,Н.Уренгой,,,,-,,,,,,,,мс,,,1
14,90,Цветков,,1979,,Владимирская,,,,89.4,315,,175,,,280,,770,,,Красильников Д.В.
,90,Илья,Илья Цветков,МС,,Лакинск,,,,РОС,,,,,,,,мс,,,1
15,90,Пикуль,,1977,,Приморский,,,,89.65,290,,190,,,290,,770,,,Ющенко П.В.
,90,Александр,Александр Пикуль,МС,,Владивосток,,,,ДН,,,,,,,,мс,,,1 Лаптёнок П.В.
16,90,Третьяков,,1983,,Саха,,,,89.85,310,,170,,,290,,770,,,Мулер И.Ю.
,90,Сергей,Сергей Третьяков,МС,,Хабаровский,,,,-,,,,,,,,мс,,,1
17,90,Соловьев,,1984,,Ярославская,,,,89.8,300,,180,,,280,,760,,,Карпеткин Б.Ю.
,90,Иван,Иван Соловьев,МС,,Рыбинск,,,,РОС,,,,,,,,мс,,,1
18,90,Лапушкин,,1978,,Смоленская,,,,89.05,295,,187.5,,,270,,752.5,,,Апёнкин И.И.
,90,Николай,Николай Лапушкин,МС,,Смоленск,,,,РОС,,,,,,,,мс,,,1
19,90,Алёхин,,1980,,Владимирская,,,,89.7,295,,170,,,285,,705,,,Иванов С.В.
,90,Денис,Денис Алёхин,МС,,Владимир,,,,РВСН,,,,,,,,мс,,,лично
DQ,90,Дьяченко,,1977,,Оренбургская,,,,89.45,322.5,,190,,,0,,0,,,Долгов С.Н.
,90,Андрей,Андрей Дьяченко,МС,,Орск,,,,ЛОК,,,,,,,,-,,,0
,90,Зубок,,1980,,Хабаровский,,,,90,с  н  я  т        в  р  а  ч  о  м,,,,,,,,,,Щетина Б.М.
,90,Максим,Максим Зубок,МС,,Хабаровск,,,,,,,,,,,,,,,
04.10.2003.,,Весовая категория  100.0 кг,,,,,,,,,,,,,,,,,,,
1,100,Федоренко,,1974,Башкортостан,99.95,375,240,370,985,,Шейко Б.И.,,,,,,,,,
,100,Юрий,Юрий Федоренко,МСМК,Уфа,ВС,,,,мсмк,,12 Кириченко Ю.Г.,,,,,,,,,
2,100,Исмагилов,,1975,Вологодская,100,360,235,357.5,952.5,,Соколов В.С.,,,,,,,,,
,100,Галим,Галим Исмагилов,МСМК,Череповец,РОС,,,,мсмк,,9,,,,,,,,,
3,100,Феденко,,1975,Владимирская,96.85,370,220,345,935,,Иванов С.В.,,,,,,,,,
,100,Дмитрий,Дмитрий Феденко,МСМК,Владимир,РВСН,,,,мсмк,,8,,,,,,,,,
4,100,Лиханов,,1979,Кемеровская Новокузнецк,99.8,355,232.5,345,932.5,,Докучаев А.Н.,,,,,,,,,
,100,Дмитрий,Дмитрий Лиханов,МСМК,,ВВС,,,,мсмк,,7 Журавлёв В.И.,,,,,,,,,
5,100,Сорокин,,1975,Смоленская,99.35,365,230,335,930,,Захаров А.В.,,,,,,,,,
,100,Андрей,Андрей Сорокин,МСМК,Смоленск,ЛОК,,,,мсмк,,6,,,,,,,,,
6,100,Штарёв,,1975,Нижегородская,100,380,210,340,930,,Багров Н.Г.,,,,,,,,,
,100,Лев,Лев Штарёв,МСМК,Н.Новгород,ЛОК,,,,мсмк,,5,,,,,,,,,
7,100,Шароватов Алексей,,1978,Москва,98.95,335,235,350,920,,Завьялов И.Е.,,,,,,,,,
,100,,Алексей Шароватов,МСМК,,РВСН,,,,мсмк,,4 Яровой Н.,,,,,,,,,
8,100,Ильичёв,,1977,Вологодская,99.85,330,212.5,340,882.5,,Соколов В.С.,,,,,,,,,
,100,Николай,Николай Ильичёв,МСМК,Череповец,РОС,,,,мсмк,,3 Коротаев К.В.,,,,,,,,,
9,100,Омельченко,,1973,Томская,98.9,320,230,310,860,,Самостоятельно,,,,,,,,,
,100,Василий,Василий Омельченко,МСМК,Парабель,РОС,,,,мсмк,,2,,,,,,,,,
10,100,Семакин,,1978,Томская,99.75,320,210,330,860,,Танокова Е.Т.,,,,,,,,,
,100,Сергей,Сергей Семакин,МСМК,Томск,РОС,,,,мсмк,,1,,,,,,,,,
11,100,Рафутдинов,,1976,Иркутская,99.35,355,215,285,855,,Деханов А.С.,,,,,,,,,
,100,Леонид,Леонид Рафутдинов,МСМК,Иркутск,ЛОК/ВС,,,,мсмк,,1 Теслева С.В.,,,,,,,,,
12,100,Гаврусик,,1982,Красноярский,98.05,327.5,220,302.5,850,,Ахмедов О.Н.,,,,,,,,,
,100,Роман,Роман Гаврусик,МС,Норильск,-,,,,+мсмк,,1 Коростелёв А.М.,,,,,,,,,
13,100,Заложков,,1974,Брянская,97.6,360,190,290,840,,Андреенко Н.,,,,,,,,,
,100,Сергей,Сергей Заложков,МСМК,Суземка,ЮР,,,,мс,,1,,,,,,,,,
14,100,Котенко,,1981,Калужская,96.45,355,187.5,290,832.5,,Никифоров Л.К.,,,,,,,,,
,100,Александр,Александр Котенко,МС,Жуково,МВОРВ,,,,мс,,1,,,,,,,,,
15,100,Куваев,,1981,Калужская,98.55,310,180,310,807.5,,Котельников В.Д.,,,,,,,,,
,100,Владимир,Владимир Куваев,МС,Обнинск,МВОРВ,,,,мс,,1 Платошечкин Н.,,,,,,,,,
16,100,Печенин,,1977,Красноярский,99.4,290,200,290,780,,Таиров С.М.,,,,,,,,,
,100,Аркадий,Аркадий Печенин,МС,Енисейск,РОС,,,,мс,,1,,,,,,,,,
17,100,Бендиченко,,1979,Ханты-Манс.,99.5,290,205,285,780,,Подтынный М.Л.,,,,,,,,,
,100,Дмитрий,Дмитрий Бендиченко,МС,Нягань,-,,,,мс,,1,,,,,,,,,
18,100,Башхаджиев,,1978,Чеченская,99.45,300,180,280,760,,Абдулвадудов О.,,,,,,,,,
,100,Тамерлан,Тамерлан Башхаджиев,КМС,Гудермес,ДН,,,,+мс,,1,,,,,,,,,
19,100,Шахаев,,1981,Чеченская,98.6,310,160,280,750,,Адхалимов Д.,,,,,,,,,
,100,Асланбек,Асланбек Шахаев,КМС,Гудермес,ДН,,,,+мс,,1,,,,,,,,,
DQ,100,Данилов,,1976,Коми,91.05,275,0,-,0,,Маляренко А.С.,,,,,,,,,
,100,Илья,Илья Данилов,МС,Сыктывкар,РОС,,,,-,,0,,,,,,,,,
DQ,100,Симонян,,1971,Волгоградская,100,0,-,-,0,,Носачёв Е.,,,,,,,,,
,100,Камо,Камо Симонян,МС,Волжский,РВСН,,,,-,,0,,,,,,,,,
DQ,100,Громов,,1966,Белгородская,98.85,0,-,-,0,,Есенков В.А.,,,,,,,,,
,100,Сергей,Сергей Громов,МС,Белгород,-,,,,-,,0,,,,,,,,,
,100,Боков,,1978,Тульская,96.35,330,с н я т     в р а ч ом,,,,Казанцев Н.А.,,,,,,,,,
,,Евгений,Евгений Боков,МСМК,Киреевск,РОС,,,,,,,,,,,,,,,
04.10.2003.,,Весовая категория  110.0 кг,,,,,,,,,,,,,,,,,,,
1,110,Казаков,,1972,Кировская,108.45,365,222.5,337.5,925,,Ушков Р.Г.,,,,,,,,,
,110,Александр,Александр Казаков,МСМК,Киров,ВВС,,,,мсмк,,12,,,,,,,,,
2,110,Овечкин,,1979,Иркутская,109.25,355,235,325,915,,Котов А.Ю.,,,,,,,,,
,110,Андрей,Андрей Овечкин,МСМК,Братск,ВС,,,,мсмк,,9,,,,,,,,,
3,110,Поминов,,1978,Ленинградская,109.95,365,217.5,325,907.5,,Силюнцев Д.,,,,,,,,,
,110,Алексей,Алексей Поминов,МС,Сосновый Бор,,,,,+мсмк,,лично,,,,,,,,,
4,110,Архипов,,1970,Чувашия,107.5,340,222.5,332.5,895,,Морозов С.К.,,,,,,,,,
,110,Олег,Олег Архипов,МСМК,Новочебоксарск,,,,,мсмк,,8,,,,,,,,,
5,110,Кузнецов,,1972,Свердловская,109.7,332.5,237.5,320,890,,Коблов В.,,,,,,,,,
,110,Константин,Константин Кузнецов,МСМК,Екатеринбург,РОС,,,,мсмк,,7,,,,,,,,,
6,110,Лавин,,1979,Московская,109.95,330,220,340,890,,Душко А.С.,,,,,,,,,
,110,Павел,Павел Лавин,МС,Серг.Посад,,,,,+мсмк,,6,,,,,,,,,
7,110,Корчин,,1976,Свердловская,105.4,365,220,300,885,,Малюгин В.,,,,,,,,,
,110,Вячеслав,Вячеслав Корчин,МС,Серов,РОС,,,,+мсмк,,5,,,,,,,,,
8,110,Похлёбкин,,1974,Самарская,109.6,345,230,310,885,,Рогожников К.В.,,,,,,,,,
,110,Александр,Александр Похлёбкин,МС,Тольятти,РОС,,,,+мсмк,,4,,,,,,,,,
9,110,Чеботарёв,,1978,Ростовская,109.35,330,240,310,880,,Черников А.В.,,,,,,,,,
,110,Алексей,Алексей Чеботарёв,МСМК,Ростов-на-Дону,ДН,,,,мсмк,,3 Осташко Н.А.,,,,,,,,,
10,110,Сосновский,,1983,Красноярский,108.6,350,202.5,317,870,,Колесников А.В.,,,,,,,,,
,110,Сергей,Сергей Сосновский,МС,Норильск,-,,,,+мсмк,,2 Григорьев К.С.,,,,,,,,,
11,110,Куцын,,1976,Белгородская,109.05,345,217.5,307.5,870,,Есенков В.А.,,,,,,,,,
,110,Сергей,Сергей Куцын,МС,Белгород,,,,,+мсмк,,1,,,,,,,,,
12,110,Зайцев,,1976,Ярославская,109.85,330,235,305,870,,Фролов В.И.,,,,,,,,,
,110,Олег,Олег Зайцев,МС,Переславль,РОС,,,,+мсмк,,1,,,,,,,,,
13,110,Шурбенков,,1979,Смоленская,104.70РОС,330,210,300,840,,Апёнкин И.И.,,,,,,,,,
,110,Андрей,Андрей Шурбенков,МС,Смоленск,,,,,мс,,1,,,,,,,,,
14,110,Чирков,,1984,Кемеровская,106.05,335,205,300,840,,Семёнов А.И.,,,,,,,,,
,110,Марат,Марат Чирков,МС,Новокузнецк,,,,,мс,,1,,,,,,,,,
15,110,Бисултанов,,1964,Чеченская,109.95,320,200,315,835,,Абдулвадудов О.,,,,,,,,,
,110,Сулейман,Сулейман Бисултанов,МС,Гудермес,ДН,,,,мс,,1,,,,,,,,,
16,110,Цыкунов,,1976,Брянская,109.65,275,210,300,785,,Трусов С.,,,,,,,,,
,110,Владимир,Владимир Цыкунов,МС,Брянск,-,,,,мс,,1,,,,,,,,,
17,110,Шакиров,,1982,Нижегородская,108.4,295,175,285,755,,Кулешов С.И.,,,,,,,,,
,110,Эльдар,Эльдар Шакиров,КМС,Дзержинск,ЛОК,,,,кмс,,1 Багров Н.,,,,,,,,,
DQ,110,Петерский,,1978,Башкортостан,109.8,375,0,-,0,,Гадиев Р.,,,,,,,,,
,110,Андрей,Андрей Петерский,МСМК,Уфа,ВС,,,,-,,0,,,,,,,,,
DQ,110,Чеверноженко,,1977,Владимирская,107.25,0,-,-,0,,Иванов С.В.,,,,,,,,,
,,Максим,Максим Чеверноженко,МСМК,Владимир,РВСН,,,,-,,0,,,,,,,,,
05.10.2003.,,Весовая категория  125.0 кг,,,,,,,,,,,,,,,,,,,
1,125,Гагин,,1969,Кемеровская,121.45,400,252.5,335,987.5,,Журавлев В.И.,,,,,,,,,
,125,Игорь,Игорь Гагин,МСМК,Кемерово,,,,,мсмк,,12,,,,,,,,,
2,125,Коротков,,1974,Москва,123.6,380,235,315,930,,Косарев С.,,,,,,,,,
,125,Максим,Максим Коротков,МС,,,,,,+мсмк,,9,,,,,,,,,
3,125,Кибирев,,1982,Хабаровский,123.25,380,220,320,920,,Аксютин В.С.,,,,,,,,,
,125,Антон,Антон Кибирев,МС,Хабаровск,,,,,+мсмк,,8 Пупышев Е.В.,,,,,,,,,
4,125,Сосновский,,1977,Красноярский,118.15,370,215,325,910,,Колесников А.В.,,,,,,,,,
,125,Вадим,Вадим Сосновский,МС,Норильск,-,,,,+мсмк,,7 Григорьев К.С.,,,,,,,,,
5,125,Овсянников,,1979,Кировская,123.05,372.5,240,270,882.5,,Ушков Р.Г.,,,,,,,,,
,125,Сергей,Сергей Овсянников,МСМК,Киров,ЗЕН,,,,мс,,6,,,,,,,,,
6,125,Сиденко,,1961,Вологодская,121.25,330,232.5,300,862.5,,Соколов В.С.,,,,,,,,,
,125,Сергей,Сергей Сиденко,МС,Череповец,РОС,,,,мс,,5,,,,,,,,,
7,125,Симаньков,,1967,Нижегородск.,121.3,320,227.5,305,852.5,,Шипов С.К.,,,,,,,,,
,125,Николай,Николай Симаньков,МС,Арзамас,ЛОК,,,,мс,,4 Багров Н.Г.,,,,,,,,,
8,125,Мисюра,,1968,Хабаровский,124.6,330,190,315,835,,Мулин В.В.,,,,,,,,,
,125,Роман,Роман Мисюра,МС,Хабаровск,,,,,мс,,3 Андрейченко А.,,,,,,,,,
9,125,Булатов,,1970,С-Пб,118.6,350,180,300,830,,Бондарь С.А,,,,,,,,,
,125,Александр,Александр Булатов,МС,С-Петербург,,,,,мс,,2,,,,,,,,,
10,125,Ларуков,,1975,Коми,118,270,190,305,765,,Самостоятельно,,,,,,,,,
,125,Павел,Павел Ларуков,КМС,Сыктывкар,РОС,,,,кмс,,1,,,,,,,,,
DQ,125,Руденко,,1972,,Пермская,,,124.75,360,,-,,-,-,,,Корнейчук И.И.,,,
,125,Алексей,Алексей Руденко,МСМК,,Пермь,,,,,,,,,,,,0,,,
DQ,125,Бирюков,,1976,,Москва,,,124.45,-,,-,,-,-,,,Соколов Н.,,,
,125,Валентин,Валентин Бирюков,МС,,,,,РОС,,,,,,,,,0,,,
DQ,125,Агафонов,,1970,,Красноярский,,,124.55,360,,с н я т   в р а ч о м,,,,,,Маслов В.А.,,,
,125,Василий,Василий Агафонов,МС,,Норильск,,,-,,,,,,,,,,,,
05.10.2003.,,Весовая категория  +125.0 кг,,,,,,,,,,,,,,,,,,,
1,125+,Гадиев,,1964,,Башкортостан,,,>150.0,400,,250,350,,1000,,,Горшков С.,,,
,125+,Риф,Риф Гадиев,МСМК,,Уфа,,,ВС,,,,,,мсмк,,,12,,,
2,125+,Гагин,,1975,,Кемеровская,,,142.6,400,,250,315,,965,,,Журавлёв В.И.,,,
,125+,Олег,Олег Гагин,МСМК,,Кемерово,,,ВВС,,,,,,мсмк,,,9,,,
3,125+,Дряничкин,,1972,,Саратовская,,,141.2,375,,255,305,,935,,,Ласориб А.И.,,,
,125+,Дмитрий,Дмитрий Дряничкин,МС,,Балаково,,,ПУРВО,,,,,,+мсмк,,,8,,,
4,125+,Михеев,,1978,,Омская,,,147.3,365,,260,300,,925,,,Шантаренко С.Г.,,,
,125+,Виталий,Виталий Михеев,МС,,Омск,,,СР,,,,,,+мсмк,,,7,,,
5,125+,Лодвигов,,1964,,Татарстан,,,139.6,365,,237.5,305,,907.5,,,Бадрутдинов Б.,,,
,125+,Эдуард,Эдуард Лодвигов,МСМК,,Казань,,,ВС,,,,,,мс,,,6 Карпов А.Н.,,,
6,125+,Адхалимов,,1961,,Чеченская,,,140,350,,220,325,,895,,,Абдулвадудов О.,,,
,125+,Джалавди,Джалавди Адхалимов,МС,,Гудермес,,,ДИН,,,,,,мс,,,5,,,
7,125+,Олейник Александр,,1978,,Ямало-Ненец.,,,132.45,360,,230,300,,890,,,Кобелев В.В.,,,
,125+,,Александр Олейник,МС,,Ноябрьск,,,РОС,,,,,,мс,,,4,,,
8,125+,Чечурин,,1977,,Кировская,,,125.45,305,,245,305,,855,,,Ушков Р.Г.,,,
,125+,Дмитрий,Дмитрий Чечурин,МС,,Киров,,,ЗЕН,,,,,,мс,,,3,,,
DQ,125+,Дуксо,,1971,,Коми,,,136.5,0,,-,-,,0,,,Маляренко А.С.,,,
,125+,Роман,Роман Дуксо,МС,,Сыктывкар,,,РОС,,,,,,-,,,0,,,
DQ,125+,Мороз,,1965,,Челябинская,,,139.45,0,,-,-,,0,,,Савиных В.Н.,,,
,125+,Андрей,Андрей Мороз,МСМК,,Магнитогорск,,,РОС,,,,,,-,,,0,,,
01.10.2003.,,Весовая категория  44.0 кг,,,,,,,,,,,,,,,,,,,
1,44,Задорина,,,1982,Кемеровская,,43.8,130,,85,117.5,,332.5,,,Титов Э.А.,,,,
,44,Яна,Яна Задорина,,МС,Белово,,ЛОК,,,,,,+мсмк,,,12 Алсуфьев Ю.В.,,,,
2,44,Елисеева,,,1974,Нижегородская,,43.9,112.5,,55,140,,307.5,,,Шишков С.К.,,,,
,44,Жанна,Жанна Елисеева,,МСМК,Арзамас,,ЛОК,,,,,,мсмк,,,9 Багров Н.Г.,,,,
01.10.2003.,,Весовая категория  48.0 кг,,,,,,,,,,,,,,,,,,,
1,48,Рыженко,,1975,,,Красноярский,,,,44.25,,127.5,,80,132.5,,340,,,Бычков А.Н.
,48,Оксана,Оксана Рыженко,МСМК,,,Красноярск,,,,ЛОК,,,,,,,мсмк,,,12 Нелюбова В.П.
