
EUROPEAN POWERLIFTING FEDERATION
European Men's Championships, Malaga (Spain), 08-14.05.2017
DETAILED SCORESHEET
PL.	   Lifters	BY	Team	Weight	WF	Lot	All Squat	All Bench Press	All Deadlift	TOTAL	W.pts.	Pts.
Open
 -59kg
1.	Jedrzejewski Jakub	2001	POL	58,70	0,8703	3	140,0	140,0	140,0	1	115,0	130,0	135,0	1	150,0	160,0	162,5	2	425,0	369,88	12
2.	Abakas Linas	2000	LTU	58,36	0,8750	2	125,0	132,5	137,5	2	100,0	105,0	107,5	2	140,0	150,0	160,0	1	397,5	347,81	9
 -66kg
1.	Olefir Denis	1999	RUS	65,88	0,7864	6	260,0	275,0	290,5-ws	1	150,0	157,5	160,0	1	230,0	240,0	245,0	2	688,0	541,04	12*
2.	Cypas Nojus	2000	LTU	65,57	0,7894	4	175,0	185,0	197,5	2	100,0	110,0	117,5	2	230,0	242,5	261,0	1	545,0	430,22	9
3.	Gwiazdon Grzegorz	2000	POL	65,82	0,7870	5	130,0	130,0	140,0	3	75,0	82,5	87,5	3	180,0	195,0	200,0	3	407,5	320,70	8
 -74kg
1.	Kacinskas Lukas	2000	LTU	73,03	0,7261	8	190,0	210,0	220,0	1	110,0	122,5	127,5	2	220,0	240,0	252,5	1	587,5	426,58	12
2.	Buciuman Catalin	1999	ROU	70,95	0,7418	9	160,0	185,0	200,0	3	140,0	152,5	162,5	1	170,0	192,5	205,0	2	567,5	420,97	9
3.	Virbalas Deividas	1999	LTU	71,90	0,7345	7	180,0	200,0	205,0	2	115,0	125,0	130,0	3	180,0	205,0	207,5	3	510,0	374,60	8
 -83kg
1.	Priscak Matej	2000	SVK	81,73	0,6737	12	260,0	285,0	290,0	1	140,0	147,5	147,5	2	237,5	242,5	255,0	1	680,0	458,12	12
2.	Kruhlik Artem	1999	UKR	81,37	0,6755	14	260,0	270,0	277,5	2	155,0	165,0	170,0	1	225,0	232,5	237,5	3	677,5	457,65	9
3.	Dyachenko Mark	2000	RUS	82,48	0,6700	13	240,0	255,0	265,0	3	105,0	110,0	112,5	4	240,0	255,0	280,0	2	632,5	423,77	8
4.	Krusina Ales	1999	CZE	81,84	0,6732	11	230,0	235,0	250,0	4	140,0	140,0	140,0	3	200,0	217,5	217,5	4	592,5	398,87	7
 -93kg
1.	Talko Ivan	1999	RUS	92,00	0,6315	17	265,0	275,0	285,0	1	165,0	170,0	172,5	1	245,0	255,0	260,0	1	717,5	453,10	12
2.	Rasmussen Simon Berg	1999	DEN	91,80	0,6321	16	235,0	242,5	250,0	3	157,5	165,0	170,0	2	235,0	245,0	255,0	4	665,0	420,35	9
3.	Shevchenko Artem	1999	UKR	91,84	0,6320	18	245,0	260,0	272,5	2	125,0	130,0	135,0	3	222,5	237,5	257,5	2	652,5	412,38	8
4.	Kihu Mark	2000	EST	85,11	0,6579	15	210,0	225,0	235,0	4	115,0	120,0	125,0	4	230,0	245,0	245,0	3	600,0	394,74	7
 -105kg
1.	Grupinski Wojciech	1999	POL	103,93	0,5997	23	280,0	290,0	290,0	3	180,0	180,0	190,0	1	250,0	265,0	275,0	1	745,0	446,78	12
2.	Greco Jacopo	2000	ITA	102,50	0,6028	19	282,5	292,5	300,0	1	157,5	162,5	167,5	4	255,0	267,5	277,5	2	735,0	443,06	9
3.	Prokop Martin	1999	CZE	104,05	0,5995	20	270,0	280,0	292,5	2	162,5	172,5	182,5	2	200,0	215,0	222,5	4	687,5	412,16	8
4.	Novak Tomas	1999	CZE	104,64	0,5983	21	265,0	265,0	275,0	4	160,0	165,0	170,0	3	200,0	210,0	220,0	5	665,0	397,87	7
5.	Dukshanin Semen	2000	RUS	104,66	0,5982	22	245,0	260,0	275,0	5	150,0	150,0	157,5	5	225,0	240,0	265,0	3	665,0	397,80	6
 -120kg
1.	Holinei Viktor	2000	UKR	119,63	0,5753	25	290,0	310,0	328,0	1	200,0	210,0	220,0	1	245,0	260,0	270,0	1	800,0	460,24	12
2.	Ruut Mihkel	1999	EST	105,45	0,5967	24	185,0	200,0	212,5	2	145,0	165,0	175,0	2	220,0	240,0	245,0	2	617,5	368,46	9
 120+kg
1.	Orobets Ihor	2000	UKR	120,71	0,5741	26	190,0	200,0	210,0	1	145,0	155,0	165,0	1	190,0	205,0	215,0	1	590,0	338,72	12
Nation (points)
1. 	Russia	50	  [12+12+12+8+6]   2244,75 w.pts.
2. 	Ukraine	41	  [12+12+9+8]   1668,99 w.pts.
3. 	Lithuania	38	  [12+9+9+8]   1579,21 w.pts.
4. 	Poland	32	  [12+12+8]   1137,36 w.pts.
5. 	Czechia	22	  [8+7+7]   1208,90 w.pts.
6. 	Estonia	16	  [9+7]   763,20 w.pts.
7. 	Slovakia	12	  [12]   458,12 w.pts.
8. 	Italy	9	  [9]   443,06 w.pts.
9. 	Romania	9	  [9]   420,97 w.pts.
10. 	Denmark	9	  [9]   420,35 w.pts.
  Best Lifters of Subjuniors
Rnk	  Lifter	 Nation	B.Weight	WF	Total	W.Points	C.Rnk.
1.	Olefir Denis	Russia	65,88	0,7864	688,0	541,04	1
2.	Holinei Viktor	Ukraine	119,63	0,5753	800,0	460,24	1
3.	Priscak Matej	Slovakia	81,73	0,6737	680,0	458,12	1
Juniors
 -53kg
1.	Kolotov Vladimir	1997	RUS	53,00	0,9621	1	180,0	195,0	202,5	1	95,0	102,5	110,0	1	150,0	170,0	180,0	1	475,0	457,00	12
 -59kg
1.	Kirimeyskiy Saveliy	1996	RUS	58,96	0,8667	3	205,0	220,0	227,5	1	110,0	122,5	130,0	1	190,0	200,0	212,5	1	570,0	494,02	12
2.	Sokolov Gennadiy	1994	RUS	58,56	0,8722	2	185,0	195,0	202,5	2	110,0	120,0	127,5	2	190,0	200,0	212,5	2	530,0	462,27	9
 -66kg
1.	Halkin Volodymyr	1995	UKR	65,52	0,7899	4	245,0	245,0	255,0	1	147,5	152,5	155,0	3	250,0	265,0	265,0	1	660,0	521,33	12
2.	Ruzimuradov Ruslan	1998	UKR	65,99	0,7853	8	230,0	242,5	255,0	2	175,0	182,5	187,5	1	215,0	232,5	235,0	5	657,5	516,34	9
3.	Chubarov Dmitry	1996	RUS	66,00	0,7852	5	242,5	247,5	247,5	4	150,0	157,5	160,0	2	240,0	252,5	262,5	2	640,0	502,53	8
4.	Moise Gheorghe	1995	ROU	64,15	0,8041	6	245,0	252,5	252,5	3	140,0	147,5	152,5	4	210,0	217,5	   X	4	615,0	494,52	7
5.	Variakojis Tautvydas	1998	LTU	65,30	0,7922	7	180,0	185,0	   X	5	130,0	137,5	147,5	5	210,0	222,5	232,5	3	550,0	435,71	6
 -74kg
1.	Eriksson Alexander	1994	SWE	73,78	0,7208	11	290,0	305,0	305,0	1	215,0	215,0	225,0	1	265,0	280,0	292,5	1	800,0	576,64	12
2.	Leontyev Vladislav	1994	RUS	73,70	0,7214	15	285,0	295,0	300,0	2	182,5	190,0	197,5	2	255,0	265,0	280,0	3	755,0	544,66	9
3.	Chornyi Vladislav	1997	UKR	73,64	0,7218	10	285,0	305,0	305,0	3	157,5	162,5	165,0	5	255,0	270,0	285,0	2	720,0	519,70	8
4.	Avram Laurentiu	1995	ROU	73,62	0,7220	9	220,0	232,5	232,5	4	167,5	177,5	182,5	4	215,0	227,5	235,0	5	635,0	458,47	7
5.	Brito Marius	1994	POL	73,29	0,7243	13	230,0	   X	   X	5	135,0	135,0	135,0	6	220,0	245,0	252,5	4	617,5	447,25	6
6.	Motiecius Albertas	1994	LTU	72,12	0,7328	12	200,0	210,0	217,5	6	180,0	185,0	185,0	3	200,0	210,0	217,5	6	615,0	450,67	5
7.	Ruiz Barrionuevo Javier	1997	ESP	71,89	0,7345	14	190,0	200,0	205,0	7	110,0	110,0	115,0	7	200,0	210,0	217,5	7	515,0	378,27	4
 -83kg
1.	Aminov Marat	1995	RUS	82,65	0,6692	20	300,0	305,0	315,0	1	220,0	227,5	227,5	2	280,0	285,0	292,5	1	835,0	558,78	12
2.	Musiienko Kostiantyn	1997	UKR	82,65	0,6692	21	300,0	310,0	310,0	2	240,0	250,0	250,0	1	272,5	285,0	290,0	3	825,0	552,09	9
3.	Malevskis Klaudijus	1996	LTU	82,77	0,6686	18	270,0	280,0	285,0	3	212,5	222,5	230,0	3	245,0	262,5	262,5	6	752,5	503,12	8
4.	Dahl Mickel	1996	DEN	82,98	0,6676	16	270,0	270,0	282,5	6	162,5	162,5	167,5	5	267,5	267,5	287,5	2	725,0	484,01	7
5.	Kerremans Jonathan	1996	BEL	82,05	0,6721	19	255,0	262,5	275,0	5	187,5	187,5	195,0	4	240,0	252,5	252,5	5	715,0	480,55	6
6.	Olsen Nickolaj	1994	DEN	82,62	0,6693	17	260,0	272,5	282,5	4	135,0	140,0	145,0	7	260,0	280,0	285,0	4	702,5	470,18	5
7.	Reppo Agris	1996	EST	81,49	0,6749	22	185,0	200,0	210,0	7	110,0	150,0	160,0	6	240,0	240,0	280,0	7	600,0	404,94	4
 -93kg
1.	Dahlkvist Oliver	1995	SWE	92,70	0,6292	5	300,0	315,0	325,0	1	207,5	215,0	222,5	3	270,0	282,5	285,0	3	832,5	523,81	12
2.	Slettnes Nikolai	1994	NOR	87,71	0,6470	4	305,0	315,0	320,0	2	225,0	232,5	232,5	1	255,0	272,5	277,5	5	830,0	537,01	9
3.	Ovsyanskiy Dmitry	1994	RUS	92,71	0,6291	3	305,0	315,0	315,0	3	197,5	205,0	210,0	5	280,0	295,0	307,5	2	820,0	515,86	8
4.	Cusano Anthony	1994	ITA	92,97	0,6283	2	295,0	307,5	315,0	4	222,5	230,0	235,0	2	240,0	252,5	260,0	6	805,0	505,78	7
5.	Schnurr Julian	1994	GER	91,35	0,6337	6	295,0	305,0	305,0	5	190,0	200,0	205,0	6	280,0	295,0	305,0	1	800,0	506,96	6
6.	Graaf Franz	1996	GER	93,00	0,6282	1	285,0	295,0	302,5	6	215,0	220,0	220,0	4	250,0	265,0	285,0	4	800,0	502,56	5
 -105kg
1.	Rubets Oleksandr	1996	UKR	100,10	0,6083	7	400,0	418,5-w	431,0-w	1	260,0	265,0	275,0	2	320,0	337,5	355,0	1	1051,0 -w	639,32	12*
2.	Kovalov Danylo	1996	UKR	104,50	0,5986	9	365,0	382,5	382,5	2	255,0	262,5	267,5	1	305,0	315,0	322,5	2	965,0	577,65	9
3.	Leitow Tim	1994	GER	103,02	0,6017	11	300,0	317,5	332,5	3	217,5	217,5	237,5	4	285,0	305,0	325,0	3	875,0	526,49	8
4.	Kildeev Denis	1995	RUS	104,04	0,5995	10	310,0	320,0	330,0	4	240,0	240,0	245,0	3	270,0	282,5	302,5	4	857,5	514,07	7
5.	Cazacu Alexandru	1997	ROU	102,13	0,6036	8	250,0	275,0	285,0	5	165,0	175,0	180,0	5	200,0	220,0	235,0	5	690,0	416,48	6
 -120kg
1.	Tytarenko Oleksandr	1995	UKR	117,43	0,5779	12	365,0	375,0	382,5	1	235,0	245,0	252,5	3	285,0	300,0	312,5	3	935,0	540,34	12
2.	Johnson Jack	1998	GBR	119,11	0,5759	16	300,0	315,0	327,5	3	250,0	260,0	260,0	2	292,5	312,5	320,0	1	907,5	522,63	9
3.	Sagoy Julian	1997	NOR	119,30	0,5757	14	305,0	317,5	327,5	4	237,5	237,5	242,5	5	310,0	310,0	320,0	2	885,0	509,50	8
4.	Skrib Lukas	1994	SVK	111,58	0,5860	13	280,0	305,0	317,5	5	275,0	275,0	290,0	1	250,0	265,0	282,5	5	857,5	502,50	7
5.	Jensvold Henrik	1994	NOR	117,78	0,5775	15	330,0	342,5	342,5	2	242,5	242,5	242,5	4	270,0	282,5	312,5	4	855,0	493,76	6
 120+kg
1.	Shevchenko Andrii	1995	UKR	133,01	0,5633	20	375,0	390,0	400,0	1	260,0	260,0	270,0	2	260,0	285,0	305,0	2	975,0	549,22	12
2.	Nemov Vladislav	1996	RUS	130,55	0,5652	21	302,5	317,5	325,0	4	230,0	237,5	242,5	4	285,0	295,0	307,5	1	870,0	491,72	9
3.	Magnusson Gudfinnur Sna	1997	ISL	149,50	0,5536	18	340,0	350,0	350,0	2	255,0	260,0	270,0	3	260,0	290,0	290,0	5	870,0	481,63	8
4.	Vero Alex	1996	HUN	148,30	0,5542	19	275,0	300,0	312,5	5	250,0	262,5	272,5	1	250,0	272,5	282,5	3	857,5	475,23	7
5.	Ordean Daniel	1995	ROU	132,74	0,5635	17	320,0	340,0	340,0	3	215,0	222,5	222,5	5	260,0	277,5	285,0	4	822,5	463,48	6
Nation (points)
1. 	Ukraine	57	  [12+12+12+12+9]   2827,86 w.pts.
2. 	Russia	54	  [12+12+12+9+9]   2546,18 w.pts.
3. 	Romania	26	  [7+7+6+6]   1832,95 w.pts.
4. 	Sweden	24	  [12+12]   1100,45 w.pts.
5. 	Norway	23	  [9+8+6]   1540,27 w.pts.
6. 	Germany	19	  [8+6+5]   1536,01 w.pts.
7. 	Lithuania	19	  [8+6+5]   1389,50 w.pts.
8. 	Denmark	12	  [7+5]   954,19 w.pts.
9. 	Great Britain	9	  [9]   522,63 w.pts.
10. 	Iceland	8	  [8]   481,63 w.pts.
11. 	Italy	7	  [7]   505,78 w.pts.
12. 	Slovakia	7	  [7]   502,49 w.pts.
13. 	Hungary	7	  [7]   475,23 w.pts.
14. 	Belgium	6	  [6]   480,55 w.pts.
15. 	Poland	6	  [6]   447,26 w.pts.
16. 	Estonia	4	  [4]   404,94 w.pts.
17. 	Spain	4	  [4]   378,27 w.pts.
  Best Lifters of Juniors
Rnk	  Lifter	 Nation	B.Weight	WF	Total	W.Points	C.Rnk.
1.	Rubets Oleksandr	Ukraine	100,10	0,6083	1051,0	639,32	1
2.	Kovalov Danylo	Ukraine	104,50	0,5986	965,0	577,65	2
3.	Eriksson Alexander	Sweden	73,78	0,7208	800,0	576,64	1
SOI
 -59kg
—	Burtscher Andreas	1988	AUT	56,00	0,9103	5	70,0	75,0	77,5	1	55,0	55,0	55,0	—	70,0	75,0	80,0	2	DSQ	—	—
—	Naglic Nicolai	1989	AUT	59,00	0,8662	6	   X	   X	   X	—	35,0	40,0	45,0	1	90,0	100,0	110,0	1	DSQ	—	—
 -66kg
1.	McGhee Adrian	1988	USA	60,82	0,8424	1	105,0	110,0	120,0	1	70,0	75,0	80,0	1	137,5	162,5	172,5	1	327,5	275,89	12
 -83kg
1.	Martin Trigueros David	1996	ESP	80,70	0,6790	2	140,0	147,5	150,0	1	80,0	87,5	92,5	1	207,5	215,0	220,0	1	452,5	307,25	12
 -93kg
1.	Thomas Dion	1979	USA	92,85	0,6287	3	115,0	130,0	137,5	1	57,5	102,5	105,0	1	182,5	205,0	212,5	1	455,0	286,06	12
 120+kg
1.	Maxwell Louis	1981	USA	156,40	0,5500	4	227,5	250,0	272,5	1	112,5	145,0	162,5	1	250,0	250,0	280,0	1	715,0	393,25	12
Nation (points)
1. 	U.S.America	36	  [12+12+12]   955,19 w.pts.
2. 	Spain	12	  [12]   307,25 w.pts.
—  	Austria	—
  Best Lifters of SOI
Rnk	  Lifter	 Nation	B.Weight	WF	Total	W.Points	C.Rnk.
1.	Maxwell Louis	U.S.America	156,40	0,5500	715,0	393,25	1
