Place,Name,Sex,Division,WeightClassKg,Equipment,BirthYear,BirthDate,State,BodyweightKg,Squat1Kg,Squat2Kg,Squat3Kg,Best3SquatKg,Bench1Kg,Bench2Kg,Bench3Kg,Best3BenchKg,Deadlift1Kg,Deadlift2Kg,Deadlift3Kg,Best3DeadliftKg,TotalKg,Event
1,Dexter H Labayuga,M,M1,66,Raw,1984,,,65.85,130,135,140,140,82.5,90,95,95,162.5,175,185,185,420,SBD
1,Emmanuel T Manlangit,M,M1,74,Raw,1984,,,72.3,180,190,-195,190,140,-150,-150,140,220,230,236,236,566,SBD
2,Joel C Casiong,M,M1,74,Raw,1979,,,72.3,90,110,120,120,85,90,92.5,92.5,120,130,140,140,352.5,SBD
1,Christian Atlas Singson,M,M1,83,Raw,1978,,,82.7,180,190,197.5,197.5,100,105,107.5,107.5,195,205,-212.5,205,510,SBD
1,Jalton G Taguibao,M,M1,93,Raw,1977,,,91.85,182.5,195,203.5,203.5,115,-120,-120,115,200,210,220,220,538.5,SBD
2,Gervacio C Magno III,M,M1,93,Raw,1980,,,92.15,155,165,172.5,172.5,80,-85,85,85,205,220,225.5,225.5,483,SBD
3,Kendrick U Go,M,M1,93,Raw,1975,,,91.7,140,147.5,150,150,70,75,77.5,77.5,150,160,170,170,397.5,SBD
1,Ivan Thorin B Mantilla,M,M1,120,Raw,1983,,,109.5,190,205,210,210,115,120,125,125,240,250.5,255,255,590,SBD
2,Elyas Bin Yahya A Rucker,M,M1,120,Raw,1984,,,109.55,140,150,160,160,92.5,97.5,102.5,102.5,160,165,172.5,172.5,435,SBD
DQ,Jerremiah D Molina,M,M1,120,Raw,1984,,,107.35,207.5,215,223,223,-137.5,-137.5,-137.5,,212.5,222.5,232.5,232.5,,SBD
1,Cirilo O Dayao,M,M2,83,Raw,1971,,,79.45,90,100,105,105,80,85,87.5,87.5,145,155,162.5,162.5,355,SBD
1,Mcgowen William Robert,M,M4,93,Raw,1948,,,90.3,75,80,-90,80,55,60,-62.5,60,125,135,145,145,285,SBD
1,Chester Martin C Borja,M,N,53,Raw,2008,,,52.1,90,100,105,105,60,-65,-65,60,150,160,-170,160,325,SBD
2,Josef M Ramos,M,N,53,Raw,2006,,,50.85,80,-90,92.5,92.5,-57.5,62.5,70,70,130,140,-150,140,302.5,SBD
1,Allen Mitch M Arcilla,M,N,59,Raw,2002,,,58.05,140,150,155,155,110,115,-118,115,185,200,-210,200,470,SBD
2,Paolo Gabriel N Bambalan,M,N,59,Raw,2001,,,55.75,-135,135,-137.5,135,80,82.5,-85,82.5,170,185,-190,185,402.5,SBD
3,Antonio Deo Joaquin G Villasanta,M,N,59,Raw,2003,,,56.85,145,-155,-160,145,60,65,70,70,165,175,182.5,182.5,397.5,SBD
4,Don Joseph F Rialubin,M,N,59,Raw,1999,,,58.7072,130,140,-145,140,72.5,77.5,,77.5,165,175,180,180,397.5,SBD
5,Kyle Jeisler Celedonio,M,N,59,Raw,2000,,,58.45,105,112.5,125,125,75,85,-90,85,160,165,-175,165,375,SBD
6,Josh Christian A Ang,M,N,59,Raw,1998,,,57.85,115,122.5,127.5,127.5,57.5,65,-70,65,155,165,177.5,177.5,370,SBD
7,Tristan Josh T Aquino,M,N,59,Raw,2006,,,53.7,105,115,130,130,50,60,-75,60,160,170,-180,170,360,SBD
1,Roald Dale T Santos,M,N,66,Raw,1999,,,64.45,157.5,-167.5,167.5,167.5,100,107.5,110,110,175,190,200,200,477.5,SBD
2,Michael Angelo J Bernadas,M,N,66,Raw,1998,,,64.7,155,165,170,170,92.5,100,105,105,175,185,192.5,192.5,467.5,SBD
3,Fergus Martin M Dela Cruz,M,N,66,Raw,1994,,,64.55,152.5,162.5,170,170,100,-105,-107.5,100,172.5,187.5,195,195,465,SBD
4,Kervin Jethro N Alcantara,M,N,66,Raw,2004,,,65.4,140,142.5,157.5,157.5,97.5,-105,-105,97.5,187.5,197.5,207.5,207.5,462.5,SBD
5,Philip Nycholas P Elape,M,N,66,Raw,2005,,,63.45,135,145,152.5,152.5,75,-80,82.5,82.5,195,215,225,225,460,SBD
6,Patrick Louis C Lingad,M,N,66,Raw,2000,,,64.55,130,140,147.5,147.5,-100,100,110,110,160,172.5,-185,172.5,430,SBD
7,Mark Angelo De Guzman M,M,N,66,Raw,1988,,,65.3,130,-140,140,140,80,87.5,-92.5,87.5,157.5,170,180,180,407.5,SBD
8,Genest Joseph C Octaviano,M,N,66,Raw,2001,,,64.25,-105,105,115,115,55,67.5,-70,67.5,145,155,167.5,167.5,350,SBD
1,Joel S Genio,M,N,74,Raw,2004,,,73.85,-190,190,195,195,105,,,105,200,245,-265,245,545,SBD
2,Randolfo II M Mejia,M,N,74,Raw,2002,,,72.7,182.5,195,-207.5,195,110,117.5,125,125,220,-235,-240,220,540,SBD
3,Joshua Gaviola,M,N,74,Raw,2002,,,72.6,175,190,-200,190,115,120,-122.5,120,200,220,-230,220,530,SBD
4,Stephen C Lorenzo,M,N,74,Raw,1997,,,72.6,160,170,-175,170,90,95,100,100,210,220,225,225,495,SBD
5,Russell G Caynap,M,N,74,Raw,1993,,,74,162.5,-175,175,175,102.5,110,115,115,177.5,192.5,202.5,202.5,492.5,SBD
6,Rodelio Hina Castillo Jr,M,N,74,Raw,2004,,,73.05,160,170,180,180,110,-115,-115,110,180,187.5,195,195,485,SBD
7,Adrian Carl C Recolizado,M,N,74,Raw,2000,,,73.7,152.5,160,165,165,-95,-95,95,95,172.5,180,185,185,445,SBD
8,John Marc Campo,M,N,74,Raw,2001,,,73.2,150,155,162.5,162.5,-95,95,-105,95,170,172.5,182.5,182.5,440,SBD
9,Ken Jay C Dacanay,M,N,74,Raw,2005,,,70.9,150,160,-162.5,160,80,-90,-90,80,160,165,-170,165,405,SBD
10,Adrian N Villanueva,M,N,74,Raw,1998,,,69.9,120,130,140,140,80,87.5,-92.5,87.5,150,170,-185,170,397.5,SBD
11,Rayden M Dela Cruz,M,N,74,Raw,2004,,,72.7,120,-127.5,-130,120,85,92.5,-97.5,92.5,150,160,170,170,382.5,SBD
12,Joss Michael J Razo,M,N,74,Raw,2002,,,67.5,130,140,-147.5,140,-80,85,-90,85,140,147.5,155,155,380,SBD
13,Kestervin S Palma,M,N,74,Raw,2003,,,70.5,110,122.5,130,130,65,72.5,77.5,77.5,147.5,157.5,167.5,167.5,375,SBD
14,Karl Maru Q Dumaguin,M,N,74,Raw,2007,,,69.05,-110,110,120,120,50,57.5,-65,57.5,147.5,157.5,170,170,347.5,SBD
1,Jan Kyle U Ignacio,M,N,83,Raw,2004,,,82.65,190,205,-210,205,155,162.5,-165,162.5,220,-232.5,-232.5,220,587.5,SBD
2,Winston L Salvador,M,N,83,Raw,1999,,,81.1,190,200,205,205,-120,127.5,-132.5,127.5,215,225,-232.5,225,557.5,SBD
3,Earl Roshan B Rodelas,M,N,83,Raw,1998,,,81.05,190,200,-205,200,-110,110,117.5,117.5,205,215,227.5,227.5,545,SBD
4,Guian Emmanuel M Nicdao,M,N,83,Raw,1993,,,79.85,165,175,182.5,182.5,-110,117.5,120,120,200,-210,210,210,512.5,SBD
5,Emmanuel Prince M Cobus,M,N,83,Raw,2004,,,82.05,175,-190,-190,175,97.5,102.5,-107.5,102.5,205,220,232.5,232.5,510,SBD
6,Mathew Uriel Tayson,M,N,83,Raw,1995,,,82.3,170,180,195,195,-100,105,-110,105,210,-235,-240,210,510,SBD
7,Dan Matthew V Telebrico,M,N,83,Raw,2004,,,82.35,-175,-180,180,180,-105,112.5,120,120,200,-210,-210,200,500,SBD
8,Orencio Jr E Gabriel,M,N,83,Raw,1990,,,81,160,162.5,175,175,-92.5,92.5,105,105,205,215,-220,215,495,SBD
9,Jericho Danielle O Torculas,M,N,83,Raw,1995,,,79.55,155,157.5,165,165,100,105,110,110,177.5,185,-195,185,460,SBD
10,Atiene Eri M Villanueva,M,N,83,Raw,2001,,,82.9,160,-170,170,170,92.5,100,-102.5,100,185,-195,-202.5,185,455,SBD
11,Christian Jolo V Cruz,M,N,83,Raw,2004,,,79.45,-140,-140,150,150,90,-105,-105,90,210,-215,-215,210,450,SBD
12,Mindanao Alan Michael M,M,N,83,Raw,1997,,,79.8,-165,-165,165,165,75,80,85,85,190,200,-207.5,200,450,SBD
13,Uriel R Toledanes,M,N,83,Raw,2004,,,82,150,155,162.5,162.5,90,97.5,102.5,102.5,185,-195,-195,185,450,SBD
14,Tjay A Ramos,M,N,83,Raw,2001,,,77.95,150,160,-170,160,90,-100,-100,90,180,190,-205,190,440,SBD
15,Zaren Lloyd Zaragoza Endegado,M,N,83,Raw,1995,,,82.5,135,140,-152.5,140,95,102.5,-112.5,102.5,175,185,197.5,197.5,440,SBD
16,Jeremiah B Vytiaco,M,N,83,Raw,1997,,,80.5,155,162.5,-165,162.5,80,-87.5,-87.5,80,170,180,190,190,432.5,SBD
DQ,Ryan Romyl D Capili,M,N,83,Raw,2000,,,82.15,-180,-180,-180,,-107.5,107.5,,107.5,-235,-235,-235,,,SBD
1,Sean Polo Cura Mallari,M,N,93,Raw,2002,,,85.3,-195,195,205,205,120,-127.5,127.5,127.5,230,245,-260,245,577.5,SBD
2,Perez Jose Virgil M,M,N,93,Raw,1985,,,89.35,190,200,215,215,112.5,117.5,122.5,122.5,210,220,230,230,567.5,SBD
3,John Kenneth M Lim,M,N,93,Raw,1989,,,92.3,190,200,-205,200,107.5,112.5,115,115,230,240,-242.5,240,555,SBD
4,Joshua Gabriel Guerrero,M,N,93,Raw,1999,,,91.9,215,225,232.5,232.5,100,107.5,110,110,195,205,-212.5,205,547.5,SBD
5,Joel Joshua B Espiritu,M,N,93,Raw,1995,,,88.95,200,-202.5,-202.5,200,110,-112.5,112.5,112.5,205,210,215,215,527.5,SBD
6,Dave Dahrll Solis,M,N,93,Raw,2000,,,90.5,170,185,-200,185,90,-97.5,-105,90,215,230,-240,230,505,SBD
7,Junemar O Exconde,M,N,93,Raw,1998,,,90.25,175,-185,-190,175,90,97.5,105,105,185,-195,205,205,485,SBD
8,Ronniel S Belandres,M,N,93,Raw,2002,,,89.6,160,167.5,172.5,172.5,90,92.5,95,95,205,-212.5,-212.5,205,472.5,SBD
DQ,Earl Febrile G Adrigado,M,N,93,Raw,1998,,,89.95,175,190,200,200,-145,-145,-145,,215,235,-250,235,,SBD
DQ,Kristian Gil A Baloloy,M,N,93,Raw,1996,,,91.2,-170,-170,-170,,80,87.5,90,90,190,200,210,210,,SBD
1,Louise Philip Leaño,M,N,105,Raw,1998,,,103.9,200,-210,-210,200,120,-125,125,125,210,-215,215,215,540,SBD
2,Gann Isaac H Isidro,M,N,105,Raw,1995,,,104.8,162.5,172.5,182.5,182.5,127.5,135,140,140,185,195,-205,195,517.5,SBD
3,Mohammad A Macasipot,M,N,105,Raw,2000,,,101.2,175,-177.5,192.5,192.5,97.5,100,105,105,180,195,210,210,507.5,SBD
4,Jethro Niles Cynric A De Leon,M,N,105,Raw,1999,,,102.9,160,170,-182,170,-115,120,-127.5,120,200,210,217.5,217.5,507.5,SBD
5,Von Cedric G Laya,M,N,105,Raw,1998,,,103.45,175,182.5,190,190,87.5,92.5,-97.5,92.5,195,210,225,225,507.5,SBD
6,Bicarme Patric Joao R,M,N,105,Raw,1999,,,102.65,170,172.5,190,190,95,100,102.5,102.5,195,205,-215,205,497.5,SBD
7,Daniel Abisjamo A Mendoza,M,N,105,Raw,1993,,,102.2,-165,167.5,170,170,90,92.5,-100,92.5,180,190,-200,190,452.5,SBD
DQ,Lord-Rafael R Gutierrez,M,N,105,Raw,1998,,,99.7,170,185,-200,185,-115,115,-122.5,115,-230,-230,-230,,,SBD
1,Stefano Gerald C Sta Ana,M,N,120,Raw,1999,,,111.75,190,202.5,212.5,212.5,80,87.5,92.5,92.5,200,215,232.5,232.5,537.5,SBD
2,Vicente Gaceta Tizon Junior,M,N,120,Raw,2005,,,116.4,-170,180,195,195,110,117.5,125,125,185,200,217.5,217.5,537.5,SBD
3,Jemil Andrei Ingan Gelbolingo,M,N,120,Raw,2002,,,112.5,190,-195,-195,190,105,107.5,110,110,200,210,-215,210,510,SBD
4,Ramon Emmanuel M Sale,M,N,120,Raw,2004,,,110,-175,180,190,190,85,95,-107.5,95,185,200,210,210,495,SBD
5,Richard Arce Lagera,M,N,120,Raw,2003,,,119.95,-180,180,-195,180,95,102.5,-110,102.5,180,190,202.5,202.5,485,SBD
6,John Ezekiel B Beldia,M,N,120,Raw,2004,,,109.25,155,-162.5,-162.5,155,75,77.5,85,85,200,210,-220,210,450,SBD
7,Marc Francis B Magbuhat,M,N,120,Raw,2006,,,106.1,130,145,152.5,152.5,72.5,-82.5,-82.5,72.5,150,165,-175,165,390,SBD
DQ,Borric Lloyd D Morada,M,N,120,Raw,1997,,,118.25,180,-182.5,-200,180,90,-105,-109,90,-190,-210,-210,,,SBD
1,Adrian Josef A Perillo,M,O,59,Raw,1997,,,59,-160,170,180,180,112.5,121,125.5,125.5,235,247.5,-257.5,247.5,553,SBD
2,Antonio R Baes,M,O,59,Raw,2003,,,57.9,137.5,147.5,-152.5,147.5,110,116,121.5,121.5,167.5,180,187.5,187.5,456.5,SBD
3,Lance Gabriel V Laquian,M,O,59,Raw,2001,,,58.9,165,172.5,-177.5,172.5,92.5,97.5,-100,97.5,180,-190,-190,180,450,SBD
4,Kyle Jeisler Celedonio,M,O,59,Raw,2000,,,58.45,105,112.5,125,125,75,85,-90,85,160,165,-175,165,375,SBD
1,Diamond Yap Melendres,M,O,66,Raw,1996,,,65.9,180,192.5,202.5,202.5,125,132.5,-135,132.5,215,230,-245,230,565,SBD
2,Melvin C Dimzon,M,O,66,Raw,1992,,,65.8,185,192.5,200,200,102.5,-110,110,110,200,210,220,220,530,SBD
3,Christian Joyce A Pascual,M,O,66,Raw,2000,,,65.83,160,170,-175,170,100,110,-115,110,200,215,225,225,505,SBD
4,Jack Ryan Lloyd E Buenaventura,M,O,66,Raw,1994,,,65.35,145,150,160,160,110,115,-120,115,190,200,210,210,485,SBD
5,Hyrum A Yabut,M,O,66,Raw,1994,,,59.25,160,-165,-170,160,100,105,107.5,107.5,190,205,215,215,482.5,SBD
6,Michael Angelo J Bernadas,M,O,66,Raw,1998,,,64.7,155,165,170,170,92.5,100,105,105,175,185,192.5,192.5,467.5,SBD
7,Ramil V Javier,M,O,66,Raw,1989,,,64.6,147.5,152.5,-157.5,152.5,87.5,90,92.5,92.5,207.5,220,-227.5,220,465,SBD
8,Dan Stephen B Arquillano,M,O,66,Raw,1999,,,65.15,135,145,150,150,82.5,-87.5,-87.5,82.5,155,165,-180,165,397.5,SBD
DQ,Jan Samuel M Rebong,M,O,66,Raw,1993,,,65.75,-150,-150,-150,,80,-85,-85,80,175,182.5,190,190,,SBD
1,Donn Esbert S Bernal,M,O,74,Raw,1994,,,73.2,190,205,212.5,212.5,110,115,120,120,245,262.5,-275,262.5,595,SBD
2,Ericson Capillan,M,O,74,Raw,1999,,,73.55,195,207.5,-210,207.5,135,140,-142.5,140,235,247.5,-252.5,247.5,595,SBD
3,Emmanuel T Manlangit,M,O,74,Raw,1984,,,72.3,180,190,-195,190,140,-150,-150,140,220,230,236,236,566,SBD
4,Renato June Iii E Decilos,M,O,74,Raw,1997,,,73.3,200,210,215,215,-112.5,112.5,120,120,220,-235,-235,220,555,SBD
5,Yohjin S Bermejo,M,O,74,Raw,1994,,,71.1,182.5,190,197.5,197.5,122.5,130,-135,130,215,225,-240,225,552.5,SBD
6,Mendoza Christian R,M,O,74,Raw,1987,,,73.25,200,-205,205,205,107.5,110,-112.5,110,230,237.5,-250,237.5,552.5,SBD
7,Matthew Ezekiel A Sagay,M,O,74,Raw,1998,,,73.45,-195,195,-197.5,195,110,115,120,120,225,237.5,-252.5,237.5,552.5,SBD
8,Joel S Genio,M,O,74,Raw,2004,,,73.85,-190,190,195,195,105,,,105,200,245,-265,245,545,SBD
9,Randolfo II M Mejia,M,O,74,Raw,2002,,,72.7,182.5,195,-207.5,195,110,117.5,125,125,220,-235,-240,220,540,SBD
10,Vincent Jeremy C Antonio,M,O,74,Raw,1997,,,73.95,177.5,185,192.5,192.5,-112.5,-120,120,120,200,210,220,220,532.5,SBD
11,Yosef S Consolacion,M,O,74,Raw,1993,,,72.65,-170,170,-185,170,135,-140,-140,135,190,200,210,210,515,SBD
12,Jose Gabriel L Japlos,M,O,74,Raw,1997,,,73.25,165,175,182.5,182.5,122.5,127.5,-130,127.5,200,-212.5,-222.5,200,510,SBD
13,Tristan Stu T Cabalbag,M,O,74,Raw,1995,,,71.3,140,150,157.5,157.5,100,107.5,-110,107.5,185,195,202.5,202.5,467.5,SBD
14,Jordaniel C Agus,M,O,74,Raw,1996,,,72.65,142.5,147.5,-152.5,147.5,80,85,-87.5,85,152.5,160,165,165,397.5,SBD
DQ,Paolo S Macatangay,M,O,74,Raw,2000,,,72.3,-175,-175,-175,,105,110,-112.5,110,-195,-195,,,,SBD
1,Sorima Jemuel John R,M,O,83,Raw,1992,,,81.5,205,215,-222.5,215,142.5,150,-152.5,150,265,282.5,-290,282.5,647.5,SBD
2,Mark Ranielle Dy,M,O,83,Raw,1998,,,82.75,207.5,220,222.5,222.5,135,140,145,145,217.5,227.5,235,235,602.5,SBD
3,Marco Angelo D Ocampo,M,O,83,Raw,1991,,,82,205,215,-220,215,110,120,122.5,122.5,230,237.5,242.5,242.5,580,SBD
4,Lorenz Roy M Buenaflor,M,O,83,Raw,1996,,,76.95,-190,190,205,205,115,120,125,125,220,232.5,240,240,570,SBD
5,Shaquille Sarmiento,M,O,83,Raw,1993,,,78.95,190,205,212.5,212.5,115,-120,120,120,205,220,232.5,232.5,565,SBD
6,Winston L Salvador,M,O,83,Raw,1999,,,81.1,190,200,205,205,-120,127.5,-132.5,127.5,215,225,-232.5,225,557.5,SBD
7,Quintin S Abat III,M,O,83,Raw,1989,,,81.95,-170,175,185,185,140,142.5,-150,142.5,210,225,-235,225,552.5,SBD
8,Jose Lorenzo V Anacay,M,O,83,Raw,1989,,,80.75,180,185,190,190,100,-107.5,107.5,107.5,200,215,-230,215,512.5,SBD
9,Mathew Uriel Tayson,M,O,83,Raw,1995,,,82.3,170,180,195,195,-100,105,-110,105,210,-235,-240,210,510,SBD
10,John Andrei Laxamana,M,O,83,Raw,1999,,,82.9,162.5,172.5,-177.5,172.5,102.5,110,-115,110,202.5,212.5,225,225,507.5,SBD
11,Jose Emmanuel V Anacay,M,O,83,Raw,1994,,,81.95,180,185,190,190,95,102.5,107.5,107.5,190,202.5,-210,202.5,500,SBD
12,Almarez Paul Angelo L,M,O,83,Raw,1996,,,78.85,165,175,180,180,97.5,102.5,-107.5,102.5,185,197.5,207.5,207.5,490,SBD
13,Psalm Jemuel Dalumpines,M,O,83,Raw,1994,,,82.95,162.5,-172.5,-177.5,162.5,95,100,105,105,190,197.5,200,200,467.5,SBD
14,Jericho Danielle O Torculas,M,O,83,Raw,1995,,,79.55,155,157.5,165,165,100,105,110,110,177.5,185,-195,185,460,SBD
15,Jofre B Alcera,M,O,83,Raw,1985,,,81.9,160,170,-175,170,80,-90,90,90,180,190,195,195,455,SBD
16,Christian H Dela Bajan,M,O,83,Raw,1991,,,82.6,-165,165,175,175,82.5,90,-97.5,90,177.5,190,-200,190,455,SBD
DQ,Ryan Romyl D Capili,M,O,83,Raw,2000,,,82.15,-180,-180,-180,,-107.5,107.5,,107.5,-235,-235,-235,,,SBD
DQ,Paulo Miguel P Sampang,M,O,83,Raw,1999,,,82.35,-150,150,-160,150,-100,-100,-100,,180,190,-197.5,190,,SBD
1,Lubosana Cedrick Ryan A,M,O,93,Raw,2003,,,92,225,-232.5,-232.5,225,-120,120,125,125,255,265,-294,265,615,SBD
2,Mark Alexander L Montecillo,M,O,93,Raw,1995,,,89.1,190,205,-212.5,205,-125,125,-127.5,125,225,240,-252.5,240,570,SBD
3,Perez Jose Virgil M,M,O,93,Raw,1985,,,89.35,190,200,215,215,112.5,117.5,122.5,122.5,210,220,230,230,567.5,SBD
4,Carl Benedict L Creer,M,O,93,Raw,1998,,,89.5,190,197.5,202.5,202.5,130,135,-137.5,135,230,-240,-250,230,567.5,SBD
5,John Kenneth M Lim,M,O,93,Raw,1989,,,92.3,190,200,-205,200,107.5,112.5,115,115,230,240,-242.5,240,555,SBD
6,Ervin James Charles M Molinar,M,O,93,Raw,1994,,,87.2,172.5,180,-190,180,122.5,125,-130,125,200,212.5,220,220,525,SBD
7,Diego C Nodado,M,O,93,Raw,1994,,,91,165,175,-185,175,70,75,-77.5,75,177.5,190,200,200,450,SBD
8,Paul Raeioux F Mendinueto,M,O,93,Raw,1999,,,92.35,150,155,162.5,162.5,90,95,-102.5,95,170,182.5,-190,182.5,440,SBD
9,Lloyd Aldrie L Repayo,M,O,93,Raw,1990,,,86,135,145,-150,145,90,100,-105,100,170,175,-177.5,175,420,SBD
10,Marvin Jae Silva Fabular,M,O,93,Raw,1993,,,92,140,145,157.5,157.5,65,70,80,80,147.5,157.5,165,165,402.5,SBD
DQ,Lorenzo Angelo O Paterno,M,O,93,Raw,1993,,,83.5,-150,-150,-150,,-105,105,107.5,107.5,140,-180,180,180,,SBD
DQ,Earl Febrile G Adrigado,M,O,93,Raw,1998,,,89.95,175,190,200,200,-145,-145,-145,,215,235,-250,235,,SBD
DQ,Habagat Viktor Hamin Grace A Fernandez,M,O,93,Raw,1998,,,92.35,190,-192.5,-192.5,190,-92.5,-95,-95,,-212.5,-212.5,-212.5,,,SBD
1,Jalen Cytienne L Cruz,M,O,105,Raw,2000,,,102.9,235,-250,255,255,130,-140,-140,130,260,270,280,280,665,SBD
2,Jomari O Esmenda,M,O,105,Raw,1994,,,98.65,220,235,245,245,120,135,-142.5,135,220,240,255,255,635,SBD
3,Julius Mikhael T Barredo,M,O,105,Raw,1994,,,104.4,-220,220,230,230,105,-110,-120,105,250,260,280,280,615,SBD
4,Jerome Manuel L Verano,M,O,105,Raw,2000,,,99.5,195,210,-220,210,135,140,145,145,217.5,232.5,240,240,595,SBD
5,Jeb S Andrade,M,O,105,Raw,1994,,,93.5,195,-210,215,215,117.5,122.5,-125,122.5,212.5,227.5,-242.5,227.5,565,SBD
6,Louise Philip Leaño,M,O,105,Raw,1998,,,103.9,200,-210,-210,200,120,-125,125,125,210,-215,215,215,540,SBD
DQ,Rhodison Jay P Esmundo,M,O,105,Raw,2002,,,104.45,245,255,-265,255,-150,-155,-155,,-270,-270,-270,,,SBD
1,Derek A Espinosa,M,O,120,Raw,1993,,,112.4,190,200,210,210,125,135,-140,135,230,245,260,260,605,SBD
2,Ivan Thorin B Mantilla,M,O,120,Raw,1983,,,109.5,190,205,210,210,115,120,125,125,240,250.5,255,255,590,SBD
DQ,Jerremiah D Molina,M,O,120,Raw,1984,,,107.35,207.5,215,223,223,-137.5,-137.5,-137.5,,212.5,222.5,232.5,232.5,,SBD
1,Raymond G Debuque,M,O,120+,Raw,1993,,,132.35,240,260,-262.5,260,192.5,200.5,-205,200.5,270,290,305,305,765.5,SBD
2,John Carl T Sy,M,O,120+,Raw,1998,,,120.3,180,-190,-190,180,115,-117.5,117.5,117.5,230,-240,-240,230,527.5,SBD
1,Gave Sylar D Ordonez,M,SJ,53,Raw,2008,,,48.75,95,102.5,105,105,62.5,67.5,-70,67.5,135,-145,152.5,152.5,325,SBD
2,Chester Martin C Borja,M,SJ,53,Raw,2008,,,52.1,90,100,105,105,60,-65,-65,60,150,160,-170,160,325,SBD
3,Josef M Ramos,M,SJ,53,Raw,2006,,,50.85,80,-90,92.5,92.5,-57.5,62.5,70,70,130,140,-150,140,302.5,SBD
1,Tristan Josh T Aquino,M,SJ,59,Raw,2006,,,53.7,105,115,130,130,50,60,-75,60,160,170,-180,170,360,SBD
1,John Ruzzel B Victorio,M,SJ,66,Raw,2006,,,65.4,150,157.5,167.5,167.5,-90,90,-95,90,-190,201,-206,201,458.5,SBD
2,Jay Martin V Mendoza,M,SJ,66,Raw,2007,,,65.4,155,165,-170,165,95,100,102.5,102.5,170,182.5,-192.5,182.5,450,SBD
3,Ezekiel Castañeda,M,SJ,66,Raw,2008,,,64.9,140,150,-160,150,85,-90,-90,85,180,190,-200,190,425,SBD
4,Stephen Andrew M Lalu,M,SJ,66,Raw,2007,,,65.8,155,165,172.5,172.5,65,75,85,85,165,-175,-180,165,422.5,SBD
5,Vaughan Torvic Reyes,M,SJ,66,Raw,2007,,,61,95,-100,-100,95,103,-111,111,111,120,-122.5,-122.5,120,326,SBD
1,Justin F Tuberon,M,SJ,74,Raw,2006,,,73.3,180,-187.5,-187.5,180,97.5,102.5,-110,102.5,215,227.5,-235,227.5,510,SBD
2,Santiago M Del Rosario,M,SJ,74,Raw,2006,,,70.15,125,132.5,140,140,-77.5,80,-85,80,160,170,182.5,182.5,402.5,SBD
3,Karl Maru Q Dumaguin,M,SJ,74,Raw,2007,,,69.05,-110,110,120,120,50,57.5,-65,57.5,147.5,157.5,170,170,347.5,SBD
1,Gary Ludel Q Reyes,M,SJ,93,Raw,2006,,,89.8,175,190,-202.5,190,105,115,120,120,180,195,-205,195,505,SBD
2,Zabdiel Perez,M,SJ,93,Raw,2010,,,92.7,140,147.5,-152.5,147.5,70,82.5,87.5,87.5,145,155,162.5,162.5,397.5,SBD
DQ,Ardie Matthew P Labrador,M,SJ,93,Raw,2007,,,91.35,155,162.5,-170,162.5,-100,-105,-105,,162.5,172.5,182.5,182.5,,SBD
1,Johan Jr C Mujar,M,SJ,105,Raw,2006,,,104.75,150,170,-185,170,100,107.5,-112.5,107.5,210,230,240.5,240.5,518,SBD
2,Audrich F Khong Hun,M,SJ,105,Raw,2007,,,101.1,165,170,175,175,95,-101,101,101,175,185,195,195,471,SBD
1,Marc Francis B Magbuhat,M,SJ,120,Raw,2006,,,106.1,130,145,152.5,152.5,72.5,-82.5,-82.5,72.5,150,165,-175,165,390,SBD
