Place,Name,Sex,Division,WeightClassKg,Equipment,BirthYear,BirthDate,State,BodyweightKg,Squat1Kg,Squat2Kg,Squat3Kg,Best3SquatKg,Bench1Kg,Bench2Kg,Bench3Kg,Best3BenchKg,Deadlift1Kg,Deadlift2Kg,Deadlift3Kg,Best3DeadliftKg,TotalKg,Event
13,Clark Kenji Chua,M,J,83,Raw,2001,,,81.75,140,150,-157.5,150,90,97.5,-105,97.5,175,185,192.5,192.5,440,SBD
14,Raven Rainier Eusebio,M,J,83,Raw,2004,,,81,135,-145,152.5,152.5,70,80,-82.5,80,170,182.5,185,185,417.5,SBD
15,Nathaniel Eidrian Gonzales,M,J,83,Raw,2001,,,80.35,135,145,-150,145,90,95,-97.5,95,165,-175,175,175,415,SBD
16,Sebastianne Uly Garces,M,J,83,Raw,2000,,,80.5,130,140,150,150,65,75,-77.5,75,170,180,-187.5,180,405,SBD
1,John Alejo Nefalar,M,J,93,Raw,2002,,,90.95,227.5,237.5,245.5,245.5,147.5,155,160,160,245,260,270.5,270.5,676,SBD
2,Owen Dela Cruz,M,J,93,Raw,2003,,,91.2,205,215,227.5,227.5,132.5,-147.5,150,150,235,260,-265,260,637.5,SBD
3,Carlo Dumancas,M,J,93,Raw,2002,,,90.15,190,207.5,220,220,135,140,145,145,240,-250,-250,240,605,SBD
4,Ronel Richard Santos,M,J,93,Raw,2001,,,,-200,205,-215,205,107.5,112.5,117.5,117.5,245,260,-271,260,582.5,SBD
5,Cedrick Ryan Lubosana,M,J,93,Raw,2003,,,92.25,190,200,210,210,105,112.5,117.5,117.5,220,235,-245,235,562.5,SBD
6,James Marius De Luna,M,J,93,Raw,2003,,,92.4,175,182.5,195,195,90,97.5,102.5,102.5,240,257.5,-271.5,257.5,555,SBD
7,Ralph Basco,M,J,93,Raw,2004,,,92.05,190,200,210,210,100,-105,105,105,210,220,-225,220,535,SBD
8,Ivan Genoguin,M,J,93,Raw,2000,,,86.4,185,-192.5,192.5,192.5,95,107.5,-112.5,107.5,197.5,205,212.5,212.5,512.5,SBD
9,Zbastian Borgy Manalastas,M,J,93,Raw,2001,,,90.8,167.5,180,-190,180,102.5,-112.5,-112.5,102.5,185,192.5,200,200,482.5,SBD
10,John J-Lo Bermundo,M,J,93,Raw,2003,,,92.2,-175,-175,180,180,-87.5,92.5,-97.5,92.5,210,-220,-225,210,482.5,SBD
DQ,Jerome Manuel Verano,M,J,93,Raw,2000,,,89.5,182.5,190,195,195,-127.5,-127.5,-127.5,,-200,200,230,230,,SBD
1,Rhodison Jay Esmundo,M,J,105,Raw,2002,,,103.2,-235,240,242.5,242.5,135,145,-150,145,255,-265,265,265,652.5,SBD
2,Jalen Cytienne Cruz,M,J,105,Raw,2000,,,99.55,220,-227.5,230,230,127.5,132.5,-137.5,132.5,250,-260,262.5,262.5,625,SBD
3,Ken Andrey Austria,M,J,105,Raw,2002,,,96.9,212.5,222.5,230,230,155,163,-167.5,163,-220,230,-235,230,623,SBD
4,Ethan Daniel S Saballa,M,J,105,Raw,2003,,,96.75,190,200,210,210,140,145,-147.5,145,210,220,227.5,227.5,582.5,SBD
5,Ronald Marling,M,J,105,Raw,2003,,,102.95,187.5,-195,200,200,107.5,110,-115,110,215,-222.5,-222.5,215,525,SBD
6,Francis Labrillaso,M,J,105,Raw,2003,,,101.1,180,185,187.5,187.5,100,110,112.5,112.5,180,185,200,200,500,SBD
7,Bruce N Evardone Custodio,M,J,105,Raw,2000,,,103.75,165,175,-182.5,175,85,-95,-95,85,215,227.5,-235,227.5,487.5,SBD
8,Jose Enrique Guevara,M,J,105,Raw,2001,,,96.85,100,105,-115,105,-80,-85,85,85,-120,120,135,135,325,SBD
1,Ross Emanuel Teodosio,M,J,120,Raw,2002,,,118.4,290,310,-320,310,165,175,-180,175,290,300,305,305,790,SBD
2,Francis Rodrimar Segovia,M,J,120,Raw,2001,,,110.6,200,-202.5,220,220,95,105,110,110,200,210,220,220,550,SBD
3,Johann Robin Yee,M,J,120,Raw,2002,,,111.5,182.5,192.5,200,200,110,117.5,122.5,122.5,185,195,205,205,527.5,SBD
4,Warren Angelo Tumolva,M,J,120,Raw,2003,,,105.7,180,187.5,-192.5,187.5,100,105,-110,105,180,190,195,195,487.5,SBD
1,Maro Yarza,M,J,120+,Raw,2000,,,121.8,225,235,240,240,130,132.5,-135,132.5,250,265,272.5,272.5,645,SBD
2,Aaron Manuel Seguin,M,J,120+,Raw,2002,,,129.4,-172.5,175,185,185,100,107.5,-112.5,107.5,190,200,-205,200,492.5,SBD
1,Nizzar Khan Jannaral,M,M1,74,Raw,1983,,,70.8,140,150,155,155,90,-95,-95,90,180,192.5,-197.5,192.5,437.5,SBD
1,Christian Atlas Singson,M,M1,83,Raw,1978,,,81.7,150,157.5,167.5,167.5,95,100,-102.5,100,180,187.5,197.5,197.5,465,SBD
2,Marco Harder,M,M1,83,Raw,1983,,,,135,145,155,155,87.5,92.5,-100,92.5,170,180,190,190,437.5,SBD
3,Linus Tiu,M,M1,83,Raw,1977,,,75.25,125,132.5,140,140,80,85,-92.5,85,160,170,180,180,405,SBD
1,Jalton Taguibao,M,M1,93,Raw,1977,,,87.95,165,-175,,165,100,110,117.5,117.5,177.5,187.5,195,195,477.5,SBD
2,Harvinder Singh,M,M1,93,Raw,1978,,,90.95,170,-175,175,175,90,97.5,100,100,180,192.5,-195,192.5,467.5,SBD
3,Kendrick Go,M,M1,93,Raw,1975,,,90,142.5,150,155,155,70,77.5,80,80,160,167.5,-170,167.5,402.5,SBD
1,Romar Natividad,M,M1,105,Raw,1980,,,96.7,205,-215,-220,205,130,-140,140,140,240,250,-272.5,250,595,SBD
2,Gervacio Magno,M,M1,105,Raw,1980,,,102.7,-167.5,167.5,182.5,182.5,80,-87.5,87.5,87.5,215,225,232.5,232.5,502.5,SBD
1,Romulo Marco Sales,M,M1,120,Raw,1978,,,107,-200,211,215,215,137.5,142.5,145,145,215,222.5,-225,222.5,582.5,SBD
2,Ivan Thorin Mantilla,M,M1,120,Raw,1983,,,108.7,180,190,-195,190,120,127.5,-130,127.5,230,235.5,-240,235.5,553,SBD
3,Valson Bautista,M,M1,120,Raw,1980,,,111.2,185,-192.5,195,195,115,117.5,120,120,207.5,210,212.5,212.5,527.5,SBD
4,Mark Alexander De Joya,M,M1,120,Raw,1980,,,107.35,170,180,-190,180,120,130,-135,130,205,-210,-210,205,515,SBD
1,Lawrence Trinidad,M,M2,59,Raw,1973,,,53.8,90,100,105,105,85,92.5,-95,92.5,100,110,120,120,317.5,SBD
1,Nicolas Sean Vera Cruz,M,M2,74,Raw,1966,,,71.8,125,135,-142.5,135,60,65,70,70,125,135,140,140,345,SBD
1,Cirilo O Dayao,M,M2,83,Raw,1971,,,77.85,90,105,-117.5,105,82.5,87.5,-90,87.5,140,155,160,160,352.5,SBD
1,Angelito Roel Espa锟給la,M,M2,120,Raw,1968,,,111.6,160,170,180,180,100,115,117.5,117.5,165,175,185,185,482.5,SBD
1,Juan Vicente Ramos,M,M3,74,Raw,1957,,,73.2,95,102.5,-107.5,102.5,62.5,-68,-68,62.5,125,133,-135,133,298,SBD
1,William Mcgowen,M,M4,105,Raw,1948,,,94.3,-70,70,75,75,60,-62.5,62.5,62.5,-140,140,-145,140,277.5,SBD
1,Ernest Marshalle Melindo,M,N,53,Raw,2006,,,51.6,95,105,115,115,70,75,80,80,100,110,125,125,320,SBD
2,Lhanze Cedric Cortez,M,N,53,Raw,2002,,,51.25,105,112.5,-117.5,112.5,55,60,-65,60,130,135,-137.5,135,307.5,SBD
3,Laurien Aemanuel Reyes,M,N,53,Raw,2003,,,47.85,85,95,-100,95,50,60,-65,60,110,120,130,130,285,SBD
4,Gave Ordonez,M,N,53,Raw,2008,,,46,65,75,82.5,82.5,45,-50,-52.5,45,-107.5,107.5,120,120,247.5,SBD
1,Matthew Caharop,M,N,59,Raw,2005,,,58.85,145,152.5,160,160,82.5,-90,-90,82.5,200,212.5,220,220,462.5,SBD
2,Paul Lansang,M,N,59,Raw,1999,,,,120,125,-130,125,-70,75,77.5,77.5,150,152.5,165,165,367.5,SBD
3,John Aron Bu锟絘g,M,N,59,Raw,2002,,,,125,132.5,137.5,137.5,70,75,-82.5,75,135,145,150,150,362.5,SBD
4,Axel Robert David,M,N,59,Raw,2000,,,,-120,120,125,125,60,62.5,-65,62.5,125,132.5,145,145,332.5,SBD
5,John Casey Bandiola,M,N,59,Raw,2000,,,,-90,90,110,110,60,70,-77.5,70,100,110,122.5,122.5,302.5,SBD
DQ,Eduardo Arnold Montano,M,N,59,Raw,2003,,,,,,,,,,,,,,,,,SBD
1,Rethel Jules Gumban,M,N,66,Raw,1995,,,64.7,152.5,160,-167.5,160,97.5,102.5,-105,102.5,180,187.5,195,195,457.5,SBD
2,Enrico Santiago,M,N,66,Raw,2001,,,64.75,152.5,157.5,-165,157.5,92.5,-97.5,,92.5,192.5,200,205,205,455,SBD
3,Junel Anthony Go,M,N,66,Raw,1998,,,64.7,140,150,-160,150,95,100,-105,100,180,195,-205,195,445,SBD
4,Linchu Pateo,M,N,66,Raw,2005,,,65.45,150,-155,-163,150,87.5,-90,90,90,-170,180,190,190,430,SBD
5,Juan Emmanuel Dizon,M,N,66,Raw,2002,,,63.75,-140,140,147.5,147.5,92.5,97.5,-100,97.5,-172.5,172.5,180,180,425,SBD
6,Chris Alen Madrilejos,M,N,66,Raw,1996,,,65.4,-142.5,142.5,157.5,157.5,82.5,87.5,-90,87.5,157.5,167.5,177.5,177.5,422.5,SBD
7,Michael Lawrence Homeres,M,N,66,Raw,2003,,,64.65,-130,135,-145,135,-95,-95,95,95,190,-205,-205,190,420,SBD
8,Nino Rodolfo Manuel Caba锟給g,M,N,66,Raw,1998,,,62.75,125,127.5,135,135,80,85,90,90,175,182.5,-192.5,182.5,407.5,SBD
9,Jan Rebong,M,N,66,Raw,1993,,,65.2,-120,120,-130,120,85,-90,-90,85,170,180,192.5,192.5,397.5,SBD
10,John Nikko Liquido,M,N,66,Raw,1999,,,65.2,127.5,137.5,142.5,142.5,75,82.5,-85,82.5,150,165,170,170,395,SBD
11,Rudolph James Juan,M,N,66,Raw,1994,,,65.3,120,-125,125,125,85,-95,95,95,160,170,175,175,395,SBD
12,Kenneth Anthony Reyes,M,N,66,Raw,1998,,,65.2,130,135,140,140,60,62.5,-65,62.5,165,175,-180,175,377.5,SBD
13,Vaughan Torvic Reyes,M,N,66,Raw,2007,,,61.05,100,102.5,115,115,70,80,85,85,160,170,-180,170,370,SBD
14,Reymart Pante,M,N,66,Raw,1992,,,62.05,120,-130,-130,120,62.5,65,70,70,155,157.5,170,170,360,SBD
15,Dan Stephen Arquillano,M,N,66,Raw,1999,,,64,115,117.5,125,125,65,72.5,-80,72.5,140,155,-160,155,352.5,SBD
16,James Jerome Bautista,M,N,66,Raw,2006,,,64,90,100,110,110,-60,60,-75,60,-110,-110,110,110,280,SBD
DQ,Josiah Contreras,M,N,66,Raw,1999,,,64.4,-150,-150,-150,,112.5,117.5,120,120,190,195,-202.5,195,,SBD
DQ,Anthony Bugante,M,N,66,Raw,2004,,,64.9,127.5,-137.5,140,140,77.5,-85,-85,77.5,-180,-187.5,-187.5,,,SBD
1,Cristian Joy Aphrilis Salazar,M,N,74,Raw,2001,,,73.3,185,195,202.5,202.5,120,127.5,-130,127.5,215,227.5,-240,227.5,557.5,SBD
2,Benedict Mario Clemente,M,N,74,Raw,1993,,,73.75,185,-197.5,200,200,100,107.5,112.5,112.5,220,230,235,235,547.5,SBD
3,Justin Asinas,M,N,74,Raw,1993,,,72.5,185,-187.5,-205,185,120,125,-130,125,220,227.5,232.5,232.5,542.5,SBD
4,Thom Salamat,M,N,74,Raw,1994,,,72.3,175,185,190,190,112.5,117.5,122.5,122.5,190,202.5,-212.5,202.5,515,SBD
5,Christopher James Eden,M,N,74,Raw,2002,,,74,170,-180,-180,170,105,107.5,-110,107.5,210,220,230,230,507.5,SBD
6,James Michael Roma,M,N,74,Raw,1988,,,70.55,160,-172.5,-172.5,160,110,115,-120,115,210,220,-230,220,495,SBD
7,Jaimarr Exconde,M,N,74,Raw,1993,,,71.55,165,175,177.5,177.5,72.5,80,90,90,200,210,220,220,487.5,SBD
8,Robert Christian Lontok,M,N,74,Raw,2004,,,71.7,162.5,-167.5,-170,162.5,90,100,107.5,107.5,185,192.5,-200,192.5,462.5,SBD
9,Kenneth Makinano,M,N,74,Raw,1997,,,71.95,150,152.5,165,165,97.5,107.5,115,115,170,180,-195,180,460,SBD
10,Jose Lorenzo Anacay,M,N,74,Raw,1989,,,73.9,-150,150,155,155,90,95,100,100,185,197.5,205,205,460,SBD
11,John Vincent Miraflor,M,N,74,Raw,1988,,,71.3,150,160,-167.5,160,75,85,-95,85,200,-215,-215,200,445,SBD
12,Rhenzo Benjamin,M,N,74,Raw,1994,,,73.2,130,140,152.5,152.5,90,105,-107.5,105,145,175,182.5,182.5,440,SBD
13,Nizzar Khan Jannaral,M,N,74,Raw,1983,,,70.8,140,150,155,155,90,-95,-95,90,180,192.5,-197.5,192.5,437.5,SBD
14,Mark Anthony Pamplona,M,N,74,Raw,1994,,,73.8,160,-170,-170,160,-100,-100,100,100,160,170,-180,170,430,SBD
15,Leroi Nino Lacaba,M,N,74,Raw,1997,,,71.6,145,155,160,160,80,85,92.5,92.5,160,175,-182.5,175,427.5,SBD
16,Tristan Stu Cabalbag,M,N,74,Raw,1995,,,68.85,127.5,135,137.5,137.5,90,95,100,100,175,182.5,-190,182.5,420,SBD
17,Carl Adrian de Jesus,M,N,74,Raw,1996,,,71.7,140,155,-170,155,65,80,-90,80,170,185,-200,185,420,SBD
18,Jian Carlos Medina,M,N,74,Raw,2007,,,72.05,-140,145,150,150,80,85,90,90,160,165,-175,165,405,SBD
19,Joshua Mandal,M,N,74,Raw,2002,,,69.65,140,150,-160,150,65,72.5,-77.5,72.5,165,175,180,180,402.5,SBD
20,Emil Angelo Concepcion,M,N,74,Raw,2002,,,73.85,140,145,-147.5,145,70,75,-82.5,75,180,-185,-185,180,400,SBD
21,Joaqui Flores,M,N,74,Raw,2001,,,69.4,115,120,-127.5,120,70,77.5,82.5,82.5,125,130,140,140,342.5,SBD
22,Jose Benedicto Aniceto,M,N,74,Raw,2007,,,71.05,-110,-110,120,120,80,-82.5,-82.5,80,140,-160,-170,140,340,SBD
23,Eugene Louis Usana,M,N,74,Raw,1997,,,72.7,110,120,130,130,65,70,-77.5,70,-120,-125,130,130,330,SBD
DQ,Mark Ernest Pintac,M,N,74,Raw,1992,,,,,,,,,,,,,,,,,SBD
1,Jan Nicole Cuevas,M,N,83,Raw,1995,,,81.5,180,190,197.5,197.5,135,142.5,150,150,235,247.5,257.5,257.5,605,SBD
2,Beau McKinzie,M,N,83,Raw,1992,,,81.58,180,182.5,202.5,202.5,120,122.5,135,135,215,225,-235,225,562.5,SBD
3,Mark Wayne Abraham Uy,M,N,83,Raw,1996,,,80.8,-180,180,195,195,120,130,-137.5,130,210,220,232.5,232.5,557.5,SBD
4,Zottocles Bechayda,M,N,83,Raw,1990,,,81.9,-195,-195,195,195,117.5,122.5,-130,122.5,210,215,-220,215,532.5,SBD
5,Aaron Joshua Figuera,M,N,83,Raw,2000,,,75.7,180,190,-200,190,107.5,115,120,120,192.5,205,215,215,525,SBD
6,Patrick Miguel Calling,M,N,83,Raw,2000,,,81.35,175,185,-190,185,80,85,90,90,222.5,230,-235,230,505,SBD
7,Michael Jewel Jimenez,M,N,83,Raw,1996,,,78.3,165,175,180,180,95,-105,-105,95,215,225,-235,225,500,SBD
8,Charanjeet Malhi,M,N,83,Raw,1997,,,81.4,-160,165,172.5,172.5,107.5,-115,-117.5,107.5,207.5,215,220,220,500,SBD
9,Jan Nikolai R Sagmayao,M,N,83,Raw,1999,,,80.15,150,160,170,170,90,100,105,105,180,200,210,210,485,SBD
10,Angelo Jon Versoza,M,N,83,Raw,1999,,,,145,155,-162.5,155,105,112.5,120,120,180,190,200,200,475,SBD
11,Renzo Basiao,M,N,83,Raw,2003,,,,65,140,165,165,102.5,105,112.5,112.5,165,190,-205,190,467.5,SBD
12,Ramin Bahmaninejad,M,N,83,Raw,1998,,,80,150,152.5,-165,152.5,117.5,120,-127.5,120,180,185,-187.5,185,457.5,SBD
13,Ethan Quirby Colas,M,N,83,Raw,2005,,,80.6,145,152.5,160,160,-85,85,92.5,92.5,190,205,-212.5,205,457.5,SBD
14,Jan Christopher Carpo,M,N,83,Raw,1986,,,82.95,135,-142.5,142.5,142.5,130,-135,-135,130,155,162.5,172.5,172.5,445,SBD
15,Broderick Cruto,M,N,83,Raw,2005,,,80.8,150,160,-165,160,90,95,-97.5,95,175,187.5,-195,187.5,442.5,SBD
16,Clark Kenji Chua,M,N,83,Raw,2001,,,81.75,140,150,-157.5,150,90,97.5,-105,97.5,175,185,192.5,192.5,440,SBD
17,Jofre Alcera,M,N,83,Raw,1985,,,79.6,135,145,155,155,75,85,-92.5,85,155,165,-180,165,405,SBD
18,Jean Carl Nathaniel Supan,M,N,83,Raw,2000,,,81.2,135,140,145,145,75,82.5,87.5,87.5,160,167.5,172.5,172.5,405,SBD
19,Joshua Lean Donguines,M,N,83,Raw,1996,,,80.4,120,127.5,135,135,85,90,-92.5,90,162.5,170,175,175,400,SBD
20,Ethan Choa,M,N,83,Raw,2005,,,76.85,135,142.5,147.5,147.5,75,80,85,85,140,152.5,165,165,397.5,SBD
21,Rafael Du,M,N,83,Raw,1991,,,76.95,110,115,120,120,55,-62.5,65,65,120,130,140,140,325,SBD
DQ,Kenneth Joshua Bulahan,M,N,83,Raw,1988,,,,,,,,,,,,,,,,,SBD
1,Owen Dela Cruz,M,N,93,Raw,2003,,,91.2,205,215,227.5,227.5,132.5,-147.5,150,150,235,260,-265,260,637.5,SBD
2,Carl Benedict Creer,M,N,93,Raw,1998,,,84.25,175,182.5,-187.5,182.5,130,-135,135,135,235,242.5,-250,242.5,560,SBD
3,Alfonso Miguel Rivera,M,N,93,Raw,1999,,,91.3,-190,190,-215,190,120,130,-140,130,205,217.5,-225,217.5,537.5,SBD
4,Ivan Genoguin,M,N,93,Raw,2000,,,86.4,185,-192.5,192.5,192.5,95,107.5,-112.5,107.5,197.5,205,212.5,212.5,512.5,SBD
5,Renato Galang Jr,M,N,93,Raw,1986,,,92.3,150,157.5,-162.5,157.5,127.5,130,132.5,132.5,200,207.5,-215,207.5,497.5,SBD
6,Bernie Mark Radam,M,N,93,Raw,1999,,,,150,160,-170,160,-110,110,-117.5,110,-210,215,225,225,495,SBD
7,Harold Dwight Tomas,M,N,93,Raw,2004,,,91.15,165,175,180,180,105,110,-115,110,175,185,-195,185,475,SBD
8,Ervin Molinar,M,N,93,Raw,1994,,,86.6,147.5,157.5,165,165,100,110,-112.5,110,172.5,177.5,185,185,460,SBD
9,Christian Dela Bajan,M,N,93,Raw,1991,,,88.8,170,175,-182.5,175,77.5,80,85,85,180,185,190,190,450,SBD
10,Jericho Manansala,M,N,93,Raw,2005,,,90.45,120,130,-140,130,60,67.5,-70,67.5,160,172.5,185,185,382.5,SBD
11,John Lester Gimenez,M,N,93,Raw,2005,,,87.15,110,115,120,120,60,65,-67.5,65,130,140,150,150,335,SBD
DQ,Jerome Manuel Verano,M,N,93,Raw,2000,,,89.5,182.5,190,195,195,-127.5,-127.5,-127.5,,-200,200,230,230,,SBD
DQ,Vincent Paul Jastillana,M,N,93,Raw,1997,,,,,,,,,,,,,,,,,SBD
1,Gerome Diego,M,N,105,Raw,1999,,,101.05,210,220,230,230,-140,150,160,160,230,240,250,250,640,SBD
2,Romar Natividad,M,N,105,Raw,1980,,,96.7,205,-215,-220,205,130,-140,140,140,240,250,-272.5,250,595,SBD
3,Hughann Plucena,M,N,105,Raw,1997,,,98.9,165,170,185,185,135,142.5,-147.5,142.5,220,232.5,-237.5,232.5,560,SBD
4,Jeremy Lo,M,N,105,Raw,1998,,,98.05,-162.5,162.5,180,180,-125,125,132.5,132.5,195,207.5,-220,207.5,520,SBD
5,John Paul Bautista,M,N,105,Raw,1999,,,101.95,165,180,182.5,182.5,100,-105,-105,100,205,217.5,230,230,512.5,SBD
6,Patrik Joerl Abrenica,M,N,105,Raw,1999,,,103.6,170,175,-180,175,80,92.5,-97.5,92.5,180,190,210,210,477.5,SBD
7,Alan Joseph Mallari,M,N,105,Raw,2003,,,102.1,175,185,190,190,75,85,-95,85,-185,185,195,195,470,SBD
8,Nicolo Drey Pascual,M,N,105,Raw,2007,,,104.4,145,155,-172.5,155,65,70,75,75,150,160,170,170,400,SBD
9,Diego Calamba Nodado,M,N,105,Raw,1994,,,94.15,140,150,155,155,60,67.5,-75,67.5,152.5,157.5,170,170,392.5,SBD
10,Jose Enrique Guevara,M,N,105,Raw,2001,,,96.85,100,105,-115,105,-80,-85,85,85,-120,120,135,135,325,SBD
11,Christian Ballar,M,N,105,Raw,2001,,,101.5,-110,110,-125,110,40,-60,-60,40,120,130,147.5,147.5,297.5,SBD
1,Ramil Zalamea,M,N,120,Raw,1992,,,114.7,245,255,265,265,142.5,147.5,150,150,275,-300,-300,275,690,SBD
2,Francis Rodrimar Segovia,M,N,120,Raw,2001,,,110.6,200,-202.5,220,220,95,105,110,110,200,210,220,220,550,SBD
3,Kris Eliezar Lobo,M,N,120,Raw,1991,,,116.35,185,192.5,-200,192.5,115,122.5,130,130,200,210,220,220,542.5,SBD
4,Ralph Earvin Monsales,M,N,120,Raw,1989,,,108.1,200,207.5,-212.5,207.5,115,125,-130,125,-205,205,-207.5,205,537.5,SBD
5,Julius Mikhael Barredo,M,N,120,Raw,1994,,,105.6,180,182.5,195,195,90,100,-110,100,210,230,240,240,535,SBD
6,Cyrus Dan Tacliad,M,N,120,Raw,1997,,,109.8,-190,190,195,195,95,100,107.5,107.5,205,-215,-220,205,507.5,SBD
7,Warren Angelo Tumolva,M,N,120,Raw,2003,,,105.7,180,187.5,-192.5,187.5,100,105,-110,105,180,190,195,195,487.5,SBD
8,Olsen Miraveles,M,N,120,Raw,1995,,,118.6,155,165,175,175,70,75,-80,75,175,185,195,195,445,SBD
9,Boniemar Esperanza,M,N,120,Raw,1986,,,111,135,145,160,160,90,100,-105,100,150,-160,165,165,425,SBD
1,Cyril Jose Jambalos,M,N,120+,Raw,1994,,,129.5,210,230,-235,230,120,127.5,130,130,205,215,-235,215,575,SBD
2,Mhar Von Jhon Gianan,M,N,120+,Raw,1997,,,135,180,200,212.5,212.5,140,160,-180,160,180,190,200,200,572.5,SBD
3,Miguel Adrian Apigo,M,N,120+,Raw,1998,,,123.9,160,175,187.5,187.5,75,-85,85,85,175,185,195,195,467.5,SBD
1,Kyle Jan Cumpio,M,O,59,Raw,2002,,,57.8,-190,190,-192.5,190,100,-105,,100,240,-247.5,-247.5,240,530,SBD
2,Hyrum Yabut,M,O,59,Raw,1994,,,59,165,175,182.5,182.5,105,112.5,-115,112.5,210,220,-237.5,220,515,SBD
3,Paulo Reyes,M,O,59,Raw,1987,,,58.4,172.5,180,185,185,95,100,-102.5,100,205,220,-230,220,505,SBD
4,Christian Lugar,M,O,59,Raw,1990,,,58.95,140,147.5,152.5,152.5,92.5,100,-105,100,-190,195,-200,195,447.5,SBD
5,Antonio Baes,M,O,59,Raw,2003,,,58.45,132.5,142.5,147.5,147.5,107.5,115,-121,115,167.5,-180,180,180,442.5,SBD
6,Kenneth Yusi,M,O,59,Raw,1987,,,58.7,135,140,-145,140,-102.5,102.5,-107.5,102.5,-170,180,192.5,192.5,435,SBD
7,Johnry Ojas,M,O,59,Raw,1995,,,,135,142.5,150,150,85,-92.5,-92.5,85,155,165,-170,165,400,SBD
8,Nicholas Juat,M,O,59,Raw,1998,,,58.05,130,-135,140,140,75,77.5,-82.5,77.5,135,145,152.5,152.5,370,SBD
9,Michael Joshua Alarcon,M,O,59,Raw,2005,,,,100,110,-120,110,70,77.5,-80,77.5,125,-130,-130,125,312.5,SBD
1,Francis Oliver Retardo,M,O,66,Raw,1990,,,65.85,225.5,232.5,240,240,132.5,140,-145,140,-240,240,-250,240,620,SBD
2,Alexei Laurenz L Agabon,M,O,66,Raw,2003,,,60.45,180,190.5,200,200,107.5,115,-120,115,230,240,256,256,571,SBD
3,Maphi Daniel Polvora,M,O,66,Raw,2002,,,64.2,180,187.5,192.5,192.5,125,132.5,137.5,137.5,220,230,-240,230,560,SBD
4,Mervin Ortono,M,O,66,Raw,1991,,,65.5,205,-215,-215,205,105,110,-115,110,230,245,-257.5,245,560,SBD
5,Jose Javier V Mendoza,M,O,66,Raw,1995,,,64.2,190,197.5,202.5,202.5,100,107.5,-110,107.5,200,210,215,215,525,SBD
6,Diamond Melendres,M,O,66,Raw,1996,,,64.9,180,187.5,-192.5,187.5,115,-120,-125,115,205,220,-225,220,522.5,SBD
7,Isiah de Villa,M,O,66,Raw,1992,,,65.2,167.5,180,190,190,135,142.5,-150.5,142.5,190,-202.5,-202.5,190,522.5,SBD
8,Erwin Phillippe Beronio,M,O,66,Raw,1991,,,64.95,175,185,-195,185,100,-105,105,105,200,215,225,225,515,SBD
9,Archival Charlie Ariete,M,O,66,Raw,1989,,,63.55,165,180,-185,180,112.5,120,-125,120,190,-205,212.5,212.5,512.5,SBD
10,Yohjin Bermejo,M,O,66,Raw,1994,,,65,167.5,175,180,180,107.5,115,-117.5,115,205,212.5,-220,212.5,507.5,SBD
11,Isaac De Villa,M,O,66,Raw,1996,,,65.1,170,180,-185,180,105,-110,-110,105,190,205,-220,205,490,SBD
12,Ramil Javier,M,O,66,Raw,1989,,,64.35,150,155,157.5,157.5,85,90,92.5,92.5,200,210,217.5,217.5,467.5,SBD
13,Junel Anthony Go,M,O,66,Raw,1998,,,64.7,140,150,-160,150,95,100,-105,100,180,195,-205,195,445,SBD
14,Dominic Arthur Domingo,M,O,66,Raw,1999,,,63.4,145,155,-162.5,155,-92.5,95,-100,95,170,182.5,-187.5,182.5,432.5,SBD
15,Juanito Enrico Edrada,M,O,66,Raw,1997,,,64.45,135,145,160,160,95,-105,-105,95,155,157.5,170,170,425,SBD
16,Jan Rebong,M,O,66,Raw,1993,,,65.2,-120,120,-130,120,85,-90,-90,85,170,180,192.5,192.5,397.5,SBD
DQ,Prince Bulagao,M,O,66,Raw,1997,,,64.55,175,-185,-185,175,-120,-120,-120,,265,272.5,-282.5,272.5,,SBD
DQ,Yves Garcia,M,O,66,Raw,1991,,,,,,,,,,,,,,,,,SBD
1,Ryant Erwin Relos,M,O,74,Raw,1997,,,70.8,210,220,230,230,160,166,170,170,255,262.5,-265,262.5,662.5,SBD
2,Robert Diel Abdao,M,O,74,Raw,2000,,,72.85,205,215,217.5,217.5,120,125,127.5,127.5,235,245,255,255,600,SBD
3,Eldren Flores,M,O,74,Raw,1990,,,72.95,180,195,205,205,115,120,125,125,255,-270,-270,255,585,SBD
4,Casey-Roy Tamparong,M,O,74,Raw,1990,,,69.7,197.5,205,-207.5,205,125,130,-135,130,235,242.5,-255,242.5,577.5,SBD
5,Marco Paolo Ferrer,M,O,74,Raw,1990,,,73.35,195,-202.5,205,205,105,110,-112.5,110,235,242.5,250,250,565,SBD
6,Ericson Capillan,M,O,74,Raw,1999,,,73.3,-185,190,-200,190,125,135,-140,135,225,235,-245,235,560,SBD
7,Bill Clarence Liao,M,O,74,Raw,1995,,,73.05,185,187.5,-212.5,187.5,107.5,115,120,120,225,240,-252.5,240,547.5,SBD
8,Benedict Mario Clemente,M,O,74,Raw,1993,,,73.75,185,-197.5,200,200,100,107.5,112.5,112.5,220,230,235,235,547.5,SBD
9,Justin Asinas,M,O,74,Raw,1993,,,72.5,185,-187.5,-205,185,120,125,-130,125,220,227.5,232.5,232.5,542.5,SBD
