Place,Name,Sex,Division,WeightClassKg,Equipment,BirthYear,BirthDate,State,BodyweightKg,Squat1Kg,Squat2Kg,Squat3Kg,Best3SquatKg,Bench1Kg,Bench2Kg,Bench3Kg,Best3BenchKg,Deadlift1Kg,Deadlift2Kg,Deadlift3Kg,Best3DeadliftKg,TotalKg,Event
10,Gabe Japlos,M,O,74,Raw,1997,,,74,165,-167.5,175,175,122.5,127.5,130,130,195,205,212.5,212.5,517.5,SBD
11,Thom Salamat,M,O,74,Raw,1994,,,72.3,175,185,190,190,112.5,117.5,122.5,122.5,190,202.5,-212.5,202.5,515,SBD
12,Christian Mendoza,M,O,74,Raw,1987,,,72.65,165,175,-185,175,102.5,105,-107.5,105,-225,225,-230,225,505,SBD
13,Vincent Jeremy Antonio,M,O,74,Raw,1997,,,73.65,160,170,177.5,177.5,105,110,-115,110,190,205,-210,205,492.5,SBD
14,Ralph Anthony Reyes,M,O,74,Raw,1993,,,72.45,160,167.5,172.5,172.5,100,107.5,-112.5,107.5,200,210,-215,210,490,SBD
15,Jack Ryan Lloyd Buenaventura,M,O,74,Raw,1994,,,69.7,155,162.5,-165,162.5,112.5,117.5,-120,117.5,187.5,195,202.5,202.5,482.5,SBD
16,Hendrick Sweger Bolona,M,O,74,Raw,1991,,,72.55,170,185,-190,185,85,90,95,95,170,185,187.5,187.5,467.5,SBD
17,Jose Lorenzo Anacay,M,O,74,Raw,1989,,,73.9,-150,150,155,155,90,95,100,100,185,197.5,205,205,460,SBD
18,Carlos Danielle Pimentel,M,O,74,Raw,1998,,,71.2,132.5,137.5,142.5,142.5,90,95,100,100,170,180,185,185,427.5,SBD
19,Leroi Nino Lacaba,M,O,74,Raw,1997,,,71.6,145,155,160,160,80,85,92.5,92.5,160,175,-182.5,175,427.5,SBD
20,Rene Ceasar Operio,M,O,74,Raw,1992,,,72.65,125,132.5,140,140,77.5,82.5,-87.5,82.5,160,170,177.5,177.5,400,SBD
21,Joshua Exequiel Cabrera,M,O,74,Raw,1999,,,72.6,120,130,140,140,70,75,-85,75,130,-145,145,145,360,SBD
DQ,James Emmanuel Sy,M,O,74,Raw,2001,,,73.25,225,235,-245,235,120,130,-135,130,-285,-285,-285,,,SBD
1,Mark Jason Galauran,M,O,83,Raw,2002,,,81.6,232.5,250,-252.5,250,150,160,-170.5,160,260,-280,280,280,690,SBD
2,Jan Nicole Cuevas,M,O,83,Raw,1995,,,81.5,180,190,197.5,197.5,135,142.5,150,150,235,247.5,257.5,257.5,605,SBD
3,Irvinne Fritz Espinosa,M,O,83,Raw,2000,,,82.58,195,-202.5,-202.5,195,122.5,132.5,-137.5,132.5,260,272.5,-285,272.5,600,SBD
4,Angelo Noe Panerio,M,O,83,Raw,2000,,,79.3,215,227.5,-232.5,227.5,115,120,-122.5,120,230,240,-257.5,240,587.5,SBD
5,Arjay Calingacion,M,O,83,Raw,1993,,,80.7,205,217.5,225,225,112.5,122.5,-132.5,122.5,230,240,-250,240,587.5,SBD
6,Lyle Adriene Manuel,M,O,83,Raw,1994,,,82.1,200,207.5,212.5,212.5,117.5,125,-130,125,235,245,-255,245,582.5,SBD
7,Calvin Edward Coronado,M,O,83,Raw,1999,,,81.4,190,197.5,-202.5,197.5,120,125,130,130,240,-250,250,250,577.5,SBD
8,Jose Raphael Japlos,M,O,83,Raw,1998,,,82.1,167.5,177.5,185,185,122.5,127.5,132.5,132.5,235,245,255,255,572.5,SBD
9,Marco Angelo Ocampo,M,O,83,Raw,1991,,,79.9,182.5,192.5,200,200,120,125,130,130,230,240,-242.5,240,570,SBD
10,Mark Ranielle Dy,M,O,83,Raw,1998,,,81.85,195,202.5,207.5,207.5,130,135,137.5,137.5,212.5,222.5,-230,222.5,567.5,SBD
11,Jhannel Parchamento,M,O,83,Raw,1999,,,81.6,190,192.5,210,210,120,-125,125,125,215,-220,230,230,565,SBD
12,Beau McKinzie,M,O,83,Raw,1992,,,81.58,180,182.5,202.5,202.5,120,122.5,135,135,215,225,-235,225,562.5,SBD
13,Mark Wayne Abraham Uy,M,O,83,Raw,1996,,,80.8,-180,180,195,195,120,130,-137.5,130,210,220,232.5,232.5,557.5,SBD
14,Joseph Vincent Jerusalem,M,O,83,Raw,2003,,,82.1,197.5,205,-210,205,110,115,-120,115,-220,220,232.5,232.5,552.5,SBD
15,Timothy Roxas,M,O,83,Raw,1996,,,82.35,195,205,210,210,115,120,122.5,122.5,-197.5,205,210,210,542.5,SBD
16,Jason Joseph B Galvez,M,O,83,Raw,1995,,,80.4,172.5,180,187.5,187.5,105,112.5,-115,112.5,-222.5,222.5,235,235,535,SBD
17,Aaron Joshua Figuera,M,O,83,Raw,2000,,,75.7,180,190,-200,190,107.5,115,120,120,192.5,205,215,215,525,SBD
18,Michael Jewel Jimenez,M,O,83,Raw,1996,,,78.3,165,175,180,180,95,-105,-105,95,215,225,-235,225,500,SBD
19,Jan Nikolai R Sagmayao,M,O,83,Raw,1999,,,80.15,150,160,170,170,90,100,105,105,180,200,210,210,485,SBD
20,Miguel Quiambao,M,O,83,Raw,1994,,,81.95,150,157.5,-162.5,157.5,100,105,-110,105,190,200,-210,200,462.5,SBD
21,Psalm Jemuel Dalumpines,M,O,83,Raw,1994,,,,165,170,-175,170,90,-92.5,,90,180,187.5,192.5,192.5,452.5,SBD
22,Paolo Macatangay,M,O,83,Raw,2000,,,75.3,147.5,-157.5,157.5,157.5,77.5,80,82.5,82.5,165,180,200,200,440,SBD
23,John Arvie Limbo,M,O,83,Raw,1992,,,76.15,135,140,147.5,147.5,97.5,102.5,-107.5,102.5,170,180,187.5,187.5,437.5,SBD
24,Peter Paul Budol,M,O,83,Raw,1998,,,78.35,145,155,-162.5,155,77.5,-85,,77.5,175,185,-195,185,417.5,SBD
25,Josua Pangasinan,M,O,83,Raw,1991,,,80.05,132.5,-137.5,137.5,137.5,65,70,75,75,142.5,147.5,155,155,367.5,SBD
DQ,Gilbert Jose Mangoba,M,O,83,Raw,1988,,,,,,,,,,,,,,,,,SBD
DQ,Bryan Angelo Verzosa,M,O,83,Raw,1999,,,81.45,162.5,-167.5,,162.5,120,-122.5,122.5,122.5,-205,-205,-205,,,SBD
DQ,Quintin III Abat,M,O,83,Raw,1989,,,81.7,-180,-180,-180,,-140,-140,-140,,-220,,,,,SBD
DQ,Richard Oreiro,M,O,83,Raw,1988,,,,,,,,,,,,,,,,,SBD
DQ,Kenneth Joshua Bulahan,M,O,83,Raw,1988,,,,,,,,,,,,,,,,,SBD
DQ,Jemuel John Sorima,M,O,83,Raw,1993,,,,-210,-210,-210,,147.5,-155,-155,147.5,250,-270,-270,250,,SBD
1,Nestor Jr. Redulla,M,O,93,Raw,1995,,,92.55,255,267.5,-270,267.5,-145,150,-152.5,150,280,295,-300,295,712.5,SBD
2,Cinder Bayongasan,M,O,93,Raw,1996,,,91.45,235,245,252.5,252.5,-137.5,142.5,-145,142.5,285,295,305,305,700,SBD
3,John Alejo Nefalar,M,O,93,Raw,2002,,,90.95,227.5,237.5,245.5,245.5,147.5,155,160,160,245,260,270.5,270.5,676,SBD
4,Jeffrey James Portugal,M,O,93,Raw,1996,,,92.05,230,-240,245,245,130,135,-137.5,135,295,-307.5,-307.5,295,675,SBD
5,Miguel Ni锟給 Velasco,M,O,93,Raw,1996,,,87.5,227.5,237.5,-245,237.5,142.5,147.5,150,150,245,255,260,260,647.5,SBD
6,Carlos Buenvito Sison Janorabon,M,O,93,Raw,2005,,,92.65,215,222.5,230,230,125,130,-135,130,235,245,250,250,610,SBD
7,Jeb Andrade,M,O,93,Raw,1994,,,91.8,210,220,225,225,115,117.5,-122.5,117.5,230,-235,,230,572.5,SBD
8,Carl Benedict Creer,M,O,93,Raw,1998,,,84.25,175,182.5,-187.5,182.5,130,-135,135,135,235,242.5,-250,242.5,560,SBD
9,Omar Catamora,M,O,93,Raw,1987,,,89.1,170,180,200,200,115,125,130,130,210,220,-230,220,550,SBD
10,Johaimin Panalondong,M,O,93,Raw,1999,,,91.65,182.5,190,200,200,112.5,117.5,122.5,122.5,202.5,212.5,-217.5,212.5,535,SBD
11,Kevin Karl Deocampo,M,O,93,Raw,1999,,,92.2,190,-205,-205,190,120,-130,-130,120,200,215,-227.5,215,525,SBD
12,Ivan Genoguin,M,O,93,Raw,2000,,,86.4,185,-192.5,192.5,192.5,95,107.5,-112.5,107.5,197.5,205,212.5,212.5,512.5,SBD
13,Christian Dela Bajan,M,O,93,Raw,1991,,,88.8,170,175,-182.5,175,77.5,80,85,85,180,185,190,190,450,SBD
14,Daryl Alein Diaz,M,O,93,Raw,1997,,,90.25,145,152.5,-157.5,152.5,82.5,87.5,-90,87.5,165,170,-175,170,410,SBD
DQ,Job Nualda,M,O,93,Raw,1996,,,85.5,-180,-185,-185,,110,117.5,-122.5,117.5,210,-220,225,225,,SBD
1,Emilio Lorenzo Simeon Florendo,M,O,105,Raw,1998,,,102.1,-260,-260,260,260,150,160,165,165,265,280,-300.5,280,705,SBD
2,Ramzel Teodosio,M,O,105,Raw,1996,,,102.9,-250,-250,250,250,170,-180.5,-180.5,170,250,270,-275,270,690,SBD
3,Nathaniel Nepomuceno,M,O,105,Raw,1998,,,96.75,220,232.5,237.5,237.5,145,152.5,-157.5,152.5,215,227.5,235,235,625,SBD
4,Jalen Cytienne Cruz,M,O,105,Raw,2000,,,99.55,220,-227.5,230,230,127.5,132.5,-137.5,132.5,250,-260,262.5,262.5,625,SBD
5,Wesley Roi Equila,M,O,105,Raw,1998,,,96.6,190,210,-215,210,-135,-135,135,135,250,-270,-270,250,595,SBD
6,Romar Natividad,M,O,105,Raw,1980,,,96.7,205,-215,-220,205,130,-140,140,140,240,250,-272.5,250,595,SBD
7,Jomari Esmenda,M,O,105,Raw,1994,,,95.85,210,220,-235,220,120,130,-137.5,130,210,225,-240,225,575,SBD
8,Hughann Plucena,M,O,105,Raw,1997,,,98.9,165,170,185,185,135,142.5,-147.5,142.5,220,232.5,-237.5,232.5,560,SBD
9,Denzehl Siegfred Dacuyan,M,O,105,Raw,1994,,,101.1,-180,180,185,185,110,112.5,-115,112.5,230,-240,-240,230,527.5,SBD
10,Jeremy Lo,M,O,105,Raw,1998,,,98.05,-162.5,162.5,180,180,-125,125,132.5,132.5,195,207.5,-220,207.5,520,SBD
11,John Paul Bautista,M,O,105,Raw,1999,,,101.95,165,180,182.5,182.5,100,-105,-105,100,205,217.5,230,230,512.5,SBD
12,William Mcgowen,M,O,105,Raw,1948,,,94.3,-70,70,75,75,60,-62.5,62.5,62.5,-140,140,-145,140,277.5,SBD
DQ,Victor Luis Del Corro,M,O,105,Raw,1997,,,99.2,-200,-200,-200,,140,-150,-150,140,230,-240,-240,230,,SBD
DQ,Jerremiah Molina,M,O,105,Raw,1984,,,101.4,,,,,,,,,,,,,,SBD
DQ,Derek Espinosa,M,O,105,Raw,1993,,,,,,,,,,,,,,,,,SBD
DQ,Cyril Joshua Tigranes,M,O,105,Raw,1999,,,,,,,,,,,,,,,,,SBD
1,Ross Emanuel Teodosio,M,O,120,Raw,2002,,,118.4,290,310,-320,310,165,175,-180,175,290,300,305,305,790,SBD
2,Joshua Reambonanza,M,O,120,Raw,1997,,,117.85,265,285,300,300,165,-175,-175,165,250,300,-325,300,765,SBD
3,Ramil Zalamea,M,O,120,Raw,1992,,,114.7,245,255,265,265,142.5,147.5,150,150,275,-300,-300,275,690,SBD
4,Mark Espino,M,O,120,Raw,1992,,,118.4,260,-275,275,275,135,-145,-145,135,220,235,242.5,242.5,652.5,SBD
5,Nikko Jorel Marcelo,M,O,120,Raw,1991,,,110.35,225,235,245,245,127.5,132.5,137.5,137.5,225,235,-240,235,617.5,SBD
6,Romulo Marco Sales,M,O,120,Raw,1978,,,107,-200,211,215,215,137.5,142.5,145,145,215,222.5,-225,222.5,582.5,SBD
7,Ivan Thorin Mantilla,M,O,120,Raw,1983,,,108.7,180,190,-195,190,120,127.5,-130,127.5,230,235.5,-240,235.5,553,SBD
8,Jann Daniel Dagusen,M,O,120,Raw,1995,,,118.9,192.5,202.5,210,210,115,122.5,127.5,127.5,200,210,215,215,552.5,SBD
9,George Carlos Pastor,M,O,120,Raw,1988,,,112.3,200,207.5,-217.5,207.5,100,105,110,110,220,230,-235,230,547.5,SBD
10,Jeremiah Buenafe,M,O,120,Raw,1997,,,111.85,185,195,200,200,122.5,-127.5,-127.5,122.5,220,-230,-230,220,542.5,SBD
11,Ralph Earvin Monsales,M,O,120,Raw,1989,,,108.1,200,207.5,-212.5,207.5,115,125,-130,125,-205,205,-207.5,205,537.5,SBD
12,Johann Robin Yee,M,O,120,Raw,2002,,,111.5,182.5,192.5,200,200,110,117.5,122.5,122.5,185,195,205,205,527.5,SBD
13,Krister Marti Matriano,M,O,120,Raw,1989,,,115,160,167.5,175,175,100,105,110,110,182.5,195,205,205,490,SBD
1,Raymond Debuque,M,O,120+,Raw,1993,,,128.6,230,250,270,270,185,-187.5,-187.5,185,280,305,-320,305,760,SBD
2,Vicente Paolo Alcober,M,O,120+,Raw,1998,,,138.4,240,250,255,255,127.5,132.5,137.5,137.5,260,270,-280,270,662.5,SBD
3,Noel Zaballero,M,O,120+,Raw,1995,,,144,227.5,235,240,240,135,142.5,-145,142.5,252.5,265,270,270,652.5,SBD
4,Cyril Jose Jambalos,M,O,120+,Raw,1994,,,129.5,210,230,-235,230,120,127.5,130,130,205,215,-235,215,575,SBD
1,Ernest Marshalle Melindo,M,SJ,53,Raw,2006,,,51.6,95,105,115,115,70,75,80,80,100,110,125,125,320,SBD
2,Michael Joshua Alarcon,M,SJ,53,Raw,2005,,,,100,110,-120,110,70,77.5,-80,77.5,125,-130,-130,125,312.5,SBD
3,Gabriel Hipe,M,SJ,53,Raw,2006,,,42.5,90,100,-102.5,100,52.5,55,60,60,130,137.5,-142.5,137.5,297.5,SBD
4,Rafael Gabriel Rojas,M,SJ,53,Raw,2007,,,51.7,82.5,90,97.5,97.5,60,62.5,70,70,100,-107.5,-115,100,267.5,SBD
5,Gave Ordonez,M,SJ,53,Raw,2008,,,46,65,75,82.5,82.5,45,-50,-52.5,45,-107.5,107.5,120,120,247.5,SBD
DQ,Jaime Emmanuel Arroyo,M,SJ,53,Raw,2007,,,,,,,,,,,,,,,,,SBD
DQ,Gustav Angeles,M,SJ,53,Raw,2009,,,,,,,,,,,,,,,,,SBD
1,Matthew Caharop,M,SJ,59,Raw,2005,,,58.85,145,152.5,160,160,82.5,-90,-90,82.5,200,212.5,220,220,462.5,SBD
2,Philip Lawrence Trinidad,M,SJ,59,Raw,2005,,,,110,120,-130,120,70,-77.5,-77.5,70,120,-135,135,135,325,SBD
3,York Stefan Andales,M,SJ,59,Raw,2005,,,57.9,85,95,105,105,-45,45,-55,45,120,140,-150,140,290,SBD
1,Linchu Pateo,M,SJ,66,Raw,2005,,,65.45,150,-155,-163,150,87.5,-90,90,90,-170,180,190,190,430,SBD
2,Gian Paulo Pe锟絘,M,SJ,66,Raw,2005,,,64.4,140,147.5,-150,147.5,80,82.5,-87.5,82.5,170,175,180,180,410,SBD
3,Stephen Lalu,M,SJ,66,Raw,2007,,,63.65,145,155,-162.5,155,65,67.5,70,70,150,162.5,167.5,167.5,392.5,SBD
4,Vaughan Torvic Reyes,M,SJ,66,Raw,2007,,,61.05,100,102.5,115,115,70,80,85,85,160,170,-180,170,370,SBD
5,Luigi Rey Manlangit,M,SJ,66,Raw,2005,,,65.2,100,115,-130,115,62.5,-67.5,67.5,67.5,150,162.5,-172.5,162.5,345,SBD
6,James Jerome Bautista,M,SJ,66,Raw,2006,,,64,90,100,110,110,-60,60,-75,60,-110,-110,110,110,280,SBD
1,John Leorelle Almayda,M,SJ,74,Raw,2005,,,72.9,177.5,-187.5,,177.5,-115,115,-125,115,210,222.5,230.5,230.5,523,SBD
2,Jerome Landig,M,SJ,74,Raw,2005,,,70.8,125,135,142.5,142.5,75,85,-90,85,160,170,-180,170,397.5,SBD
3,Matthew Sven Fischeder,M,SJ,74,Raw,2007,,,71.6,112.5,122.5,130,130,65,-72.5,-72.5,65,135,145,157.5,157.5,352.5,SBD
4,Johan Emmanuel Cancela,M,SJ,74,Raw,2008,,,66.05,100,105,110,110,65,70,72.5,72.5,145,150,165,165,347.5,SBD
5,Diosdado Arroyo,M,SJ,74,Raw,2007,,,71.2,-120,120,130,130,50,-55,-60,50,135,145,155,155,335,SBD
DQ,John Angelo Fernando,M,SJ,74,Raw,2005,,,68.45,-122.5,-122.5,-122.5,,-65,65,-72.5,65,172.5,-185,-187.5,172.5,,SBD
1,James Solapco,M,SJ,83,Raw,2005,,,82.95,175,191,-195,191,95,100,105,105,205,-215,-215,205,501,SBD
2,Ethan Quirby Colas,M,SJ,83,Raw,2005,,,80.6,145,152.5,160,160,-85,85,92.5,92.5,190,205,-212.5,205,457.5,SBD
3,Broderick Cruto,M,SJ,83,Raw,2005,,,80.8,150,160,-165,160,90,95,-97.5,95,175,187.5,-195,187.5,442.5,SBD
4,Jared Keith Romero,M,SJ,83,Raw,2007,,,80.1,165,-175,-180,165,80,90,-95,90,175,185,-192.5,185,440,SBD
5,Ethan Choa,M,SJ,83,Raw,2005,,,76.85,135,142.5,147.5,147.5,75,80,85,85,140,152.5,165,165,397.5,SBD
1,Carlos Buenvito Sison Janorabon,M,SJ,93,Raw,2005,,,92.65,215,222.5,230,230,125,130,-135,130,235,245,250,250,610,SBD
2,Juliuz Miguel Maravilla,M,SJ,93,Raw,2005,,,91.08,195,-210,210,210,110,-120,-120,110,195,205,-215,205,525,SBD
3,Paul Shem Bayongasan,M,SJ,93,Raw,2005,,,88.45,165,172.5,182.5,182.5,90,92.5,97.5,97.5,207.5,217.5,230,230,510,SBD
4,Jericho Manansala,M,SJ,93,Raw,2005,,,90.45,120,130,-140,130,60,67.5,-70,67.5,160,172.5,185,185,382.5,SBD
1,Nicolo Drey Pascual,M,SJ,105,Raw,2007,,,104.4,145,155,-172.5,155,65,70,75,75,150,160,170,170,400,SBD
